,abstract,stemmed
86,selecting proper study path higher education difficult task many students either lack knowledge study path offered unsure interest various options current educational setups enable us collect valid reliable data student success learning behaviour study explores solves problem path select proposing possible study paths help machine learning algorithms learning analytics la educational data mining edm technologies aid analysis educational data quantitative study applied questionnaire collect data students business information technology department bite haagahelia university applied science managed collect 101 samples students 2017–2018 used various machine learning algorithms prediction models assess best approach study path selection applied three performance scores accuracy cohens kappa roc curve measure accuracy algorithm results knime analytics selected proper tool preprocess prepare analyse model data results indicate random forest 94 accuracy decision tree 93 accuracy best classification models students study path selection contribution study educational data mining research assess comparison various algorithms furthermore novel approach predict students study path selection educational institutes develop assist students study path selection,select proper studi path higher educ difficult task mani student either lack knowledg studi path offer unsur interest various option current educ setup enabl us collect valid reliabl data student success learn behaviour studi explor solv problem path select propos possibl studi path help machin learn algorithm learn analyt la educ data mine edm technolog aid analysi educ data quantit studi appli questionnair collect data student busi inform technolog depart bite haagahelia univers appli scienc manag collect 101 sampl student 2017–2018 use various machin learn algorithm predict model assess best approach studi path select appli three perform score accuraci cohen kappa roc curv measur accuraci algorithm result knime analyt select proper tool preprocess prepar analys model data result indic random forest 94 accuraci decis tree 93 accuraci best classif model student studi path select contribut studi educ data mine research assess comparison various algorithm furthermor novel approach predict student studi path select educ institut develop assist student studi path select
109,considering applications security important aspect especially nowadays increase technology number fraudsters noted determining security application difficult task especially since fraudsters become skilled professional manipulating people stealing sensitive data therefore pay attention spot insecure apps analyzing user feedback google play platform using sentiment analysis known user reviews reflect experiments experiences addition feelings satisfaction application unfortunately reviews real fake reviews reflect sincerity feelings keen work filter reviews deliver accurate correct results tool useful users wanting install android app developers interested apps optimization,consid applic secur import aspect especi nowaday increas technolog number fraudster note determin secur applic difficult task especi sinc fraudster becom skill profession manipul peopl steal sensit data therefor pay attent spot insecur app analyz user feedback googl play platform use sentiment analysi known user review reflect experi experi addit feel satisfact applic unfortun review real fake review reflect sincer feel keen work filter review deliv accur correct result tool use user want instal android app develop interest app optim
111,learning management system lms core system contributes support elearning managing content provide learning tools facilitate communication students teachers project aims measure impact blackboardbased elearning use measure effect blackboard use male students comparing male female students degrees online learning online class preparation traditional facetoface learning qassim university using statistical methods data mining algorithms also develop supportive tool helps teachers manage important tasks student attendance interaction grades etc tool take student information push automatic notifications concerned people via sms,learn manag system lms core system contribut support elearn manag content provid learn tool facilit communic student teacher project aim measur impact blackboardbas elearn use measur effect blackboard use male student compar male femal student degre onlin learn onlin class prepar tradit facetofac learn qassim univers use statist method data mine algorithm also develop support tool help teacher manag import task student attend interact grade etc tool take student inform push automat notif concern peopl via sms
130,purpose research identify risk dropping tertiary students application components research goal aim 1 develop students achievement prediction model 2 construct prototype application predictions tertiary students dropping research tools consisted three parts 1 tool developing predictive prototypes uses tool called crispdm process decision tree classification feature selection methods confusion matrix performance crossvalidation methods accuracy precision recall measurements 2 tool application development used sdlc vmethod 3 tool assess application satisfaction used questionnaires statistical analysis data sample collected 401 students enrolled business computer program school information communication technology university phayao academic year 20122016 results showed prediction model high percentage accuracy 8229 prototype test results data gathered high score level 8404 correct 337 401 training examples overview underlying application utmost integrity researchers planned put application test first semester academic year 2021 school information technology communication university phayao future research researchers plan create mobile application mentors university phayao monitor learner android ios systems,purpos research identifi risk drop tertiari student applic compon research goal aim 1 develop student achiev predict model 2 construct prototyp applic predict tertiari student drop research tool consist three part 1 tool develop predict prototyp use tool call crispdm process decis tree classif featur select method confus matrix perform crossvalid method accuraci precis recal measur 2 tool applic develop use sdlc vmethod 3 tool assess applic satisfact use questionnair statist analysi data sampl collect 401 student enrol busi comput program school inform communic technolog univers phayao academ year 20122016 result show predict model high percentag accuraci 8229 prototyp test result data gather high score level 8404 correct 337 401 train exampl overview under applic utmost integr research plan put applic test first semest academ year 2021 school inform technolog communic univers phayao futur research research plan creat mobil applic mentor univers phayao monitor learner android io system
320,paper describes approach using wireless sensors mobile phones delivering new data mobile subscribers propose new practical approach social contextaware data retrieval based mobile phones sensor concept approach uses wifi bluetooth modules located mobile phones sensors getting proximity information open discover access user generated content content published social networks special mobile service contextaware browser client android present information mobile subscribers potential usecases proposed approach include projects associated hyperlocal news data example news services smart city projects proximity marketing indoor data delivery etc,paper describ approach use wireless sensor mobil phone deliv new data mobil subscrib propos new practic approach social contextawar data retriev base mobil phone sensor concept approach use wifi bluetooth modul locat mobil phone sensor get proxim inform open discov access user generat content content publish social network special mobil servic contextawar browser client android present inform mobil subscrib potenti usecas propos approach includ project associ hyperloc news data exampl news servic smart citi project proxim market indoor data deliveri etc
485,paper aim come methodology performing video learning data history learners video watching logs video segments time series data accordance learning processes via mobile technologies reach goal introduced theoretical method sequential pattern mining specialized learning histories identifying important difficult learning based method designed model understanding learning difficult topics students topics user able use access model mobile technologies heshe wants performed video learning history data learners video watching logs consists functions responsible collection stopreplaybackward data activities generation sequence collected learning histories extraction important patterns set sequences findings learners difficultimportant topic extracted patterns paper mainly describes model understanding learning difficult topics sequential pattern mining method implementing method use mobile phones considered future aim,paper aim come methodolog perform video learn data histori learner video watch log video segment time seri data accord learn process via mobil technolog reach goal introduc theoret method sequenti pattern mine special learn histori identifi import difficult learn base method design model understand learn difficult topic student topic user abl use access model mobil technolog hesh want perform video learn histori data learner video watch log consist function respons collect stopreplaybackward data activ generat sequenc collect learn histori extract import pattern set sequenc find learner difficultimport topic extract pattern paper main describ model understand learn difficult topic sequenti pattern mine method implement method use mobil phone consid futur aim
553,growing population world might exceed food supply future food availability needs increasing agricultural productivity production technology innovation european concerns innovation policies reflected lisbon agenda include european program proprural portuguese azores islands agricultural innovation azores started green revolution increased agricultural production using seeds fertilizers chemical products agricultural equipment much innovation needed azores became wellsustained competitive european region economic sector example concerning milk region responsible 30 national production since liberalization eu imposed global markets crisis sector installed dairy producers facing many difficulties trying enhance profitability farms reducing costs improving efficiency characterization azorean agriculture emphasizing milk production sector presented specificities potential region discussed agricultural innovations iot technologies pointed,grow popul world might exceed food suppli futur food avail need increas agricultur product product technolog innov european concern innov polici reflect lisbon agenda includ european program proprur portugues azor island agricultur innov azor start green revolut increas agricultur product use seed fertil chemic product agricultur equip much innov need azor becam wellsustain competit european region econom sector exampl concern milk region respons 30 nation product sinc liber eu impos global market crisi sector instal dairi produc face mani difficulti tri enhanc profit farm reduc cost improv effici character azorean agricultur emphas milk product sector present specif potenti region discuss agricultur innov iot technolog point
588,sentiment analysis sa opinion mining process analysing natural language texts detect emotion pattern emotions towards certain product make decision product sa topic text mining natural language processing nlp web mining disciplines research sa currently peak given amount data generated social media networks concept consumers expressing exactly need want expect product hand companies dont tools analyse understand feelings satisfy consumers accordingly one applications generate high rate reactions sentiments social networks instagram study focuses analysing reactions generated top 50 fashion houses instagram given top 20 images highest number likes approach taken study qualify visual aesthetics fashion images establish succeed social media others basic question asked paper whether certain visual aesthetics appeal user therefore successful social media others determined measure introduce ‘social value sentiment analysis tool developed measure proposed social value image input comments image processed comment go preprocessing phase word placed lexicon identify positive negative output lexicon score value assigned comment identify degree positivity negativity effect social value adding results number likes shares would also taken consideration quantifying images value cumulative result produced determine social value image,sentiment analysi sa opinion mine process analys natur languag text detect emot pattern emot toward certain product make decis product sa topic text mine natur languag process nlp web mine disciplin research sa current peak given amount data generat social media network concept consum express exact need want expect product hand compani dont tool analys understand feel satisfi consum accord one applic generat high rate reaction sentiment social network instagram studi focus analys reaction generat top 50 fashion hous instagram given top 20 imag highest number like approach taken studi qualifi visual aesthet fashion imag establish succeed social media other basic question ask paper whether certain visual aesthet appeal user therefor success social media other determin measur introduc social valu sentiment analysi tool develop measur propos social valu imag input comment imag process comment go preprocess phase word place lexicon identifi posit negat output lexicon score valu assign comment identifi degre posit negat effect social valu ad result number like share would also taken consider quantifi imag valu cumul result produc determin social valu imag
650,widespread use smart phones nowadays makes vulnerable phishing phishing process trying steal user information internet claiming trusted entity thus access steal victim's datauser name password credit card details consequently need mobile phishing detection system become urgent need attempting introduce paper introduce system detect phishing websites android phones predicts prevents phishing websites deceiving users utilizing data mining techniques predict whether website phishing relying set factors url based features html based features domain based features results shows system effectiveness predicting phishing websites 97 prediction accuracy,widespread use smart phone nowaday make vulner phish phish process tri steal user inform internet claim trust entiti thus access steal victim dataus name password credit card detail consequ need mobil phish detect system becom urgent need attempt introduc paper introduc system detect phish websit android phone predict prevent phish websit deceiv user util data mine techniqu predict whether websit phish reli set factor url base featur html base featur domain base featur result show system effect predict phish websit 97 predict accuraci
35,assessment qualityofexperience qoe corresponding given set qualityofservice qos parameters high importance mobile network operator methods subjective qoe assessment multi stimulus test hidden reference anchors mushra subjective assessment methodology video quality samviq based collecting user feedback one several stimuli ie differently processed versions source generating stimuli corresponding given set qos parameters qoe assessment mobile application timeconsuming nontrivial task therefore paper propose novel publicly available opensource framework stimuli generation qoe assessment mobile applications based combination network emulation automatic userinterface control real mobile device whose behavior recorded postprocessed generate suitable stimuli article presents basic concept framework describes opensource implementation concludes initial evaluation framework based typical types mobile applications,assess qualityofexperi qoe correspond given set qualityofservic qos paramet high import mobil network oper method subject qoe assess multi stimulus test hidden refer anchor mushra subject assess methodolog video qualiti samviq base collect user feedback one sever stimuli ie differ process version sourc generat stimuli correspond given set qos paramet qoe assess mobil applic timeconsum nontrivi task therefor paper propos novel public avail opensourc framework stimuli generat qoe assess mobil applic base combin network emul automat userinterfac control real mobil devic whose behavior record postprocess generat suitabl stimuli articl present basic concept framework describ opensourc implement conclud initi evalu framework base typic type mobil applic
63,user experience ux evaluation significant importance interactive application mobile device applications additional limitations convey good user experiences ux due usage features mobile devices ubiquitous computing contexts lot automated tools available evaluating applications particularly developed android ios automated ux evaluation provides number strengths able overcome limitations nonautomated moderated counterparts automated ux evaluation regarded unexplored field especially adopted ux evaluation complex mobile application despite automated ux evaluation tools unexplored used coupling traditional ux evaluation techniques hence study aims discuss literature automated ux evaluation highlight ux measurements merit investigation paper presents frequently used automated ux evaluation tools mobile applications therefore study analyzes existing automated ux tools frameworks identifies ux attributes measurements automated ux evaluation likely use future research moreover discuss strengths limitations automated ux evaluation methods mobile applications finally paper provides overview automated ux evaluation techniques tools also presents strengths limitations comparing various evaluation methods,user experi ux evalu signific import interact applic mobil devic applic addit limit convey good user experi ux due usag featur mobil devic ubiquit comput context lot autom tool avail evalu applic particular develop android io autom ux evalu provid number strength abl overcom limit nonautom moder counterpart autom ux evalu regard unexplor field especi adopt ux evalu complex mobil applic despit autom ux evalu tool unexplor use coupl tradit ux evalu techniqu henc studi aim discuss literatur autom ux evalu highlight ux measur merit investig paper present frequent use autom ux evalu tool mobil applic therefor studi analyz exist autom ux tool framework identifi ux attribut measur autom ux evalu like use futur research moreov discuss strength limit autom ux evalu method mobil applic final paper provid overview autom ux evalu techniqu tool also present strength limit compar various evalu method
144,managing maintenance cost data one issues due difficulties identifying accurate cost maintenance repair specific components accounting systems used majority building managers introduction building information modeling bim tool facilitating information knowledge sharing digital representation physical functional characteristics facility seen wide application construction industry spanning entire life cycle facility ie planning design preconstruction construction postconstruction postconstruction stage bim used transferring data building spaces systems components maintenance management operations keeping track building assets enable scheduled maintenance provides information building maintenance history however current bim rather complex requires huge amount data develop make system difficult adopt existing buildings study therefore aims investigate implementation bim operation maintenance management om malaysia identifying information prioritized enable bim mobile application om phase study makes used qualitative methods data collection analysis three 3 rounds expert discussion using delphi techniques carried 10 15 selected respondents experts om bim framework validated case study via onsite data collection used site measurement building modelling using appropriate software ie revit autocad experts agreed technology could improve efficiency service delivery interested implementing bim om practices simplified bim om consists critical information includes location dimension asset information asset capacity specification manufacturer statutory condition cost developed om element items information varies modified according needs information systematically organized data matrix simplified bim model developed demonstrate information stored shared utilised majority stakeholders agreed simplified bim system useful flexible least complex effective managing monitoring maintenance operations building,manag mainten cost data one issu due difficulti identifi accur cost mainten repair specif compon account system use major build manag introduct build inform model bim tool facilit inform knowledg share digit represent physic function characterist facil seen wide applic construct industri span entir life cycl facil ie plan design preconstruct construct postconstruct postconstruct stage bim use transfer data build space system compon mainten manag oper keep track build asset enabl schedul mainten provid inform build mainten histori howev current bim rather complex requir huge amount data develop make system difficult adopt exist build studi therefor aim investig implement bim oper mainten manag om malaysia identifi inform priorit enabl bim mobil applic om phase studi make use qualit method data collect analysi three 3 round expert discuss use delphi techniqu carri 10 15 select respond expert om bim framework valid case studi via onsit data collect use site measur build model use appropri softwar ie revit autocad expert agre technolog could improv effici servic deliveri interest implement bim om practic simplifi bim om consist critic inform includ locat dimens asset inform asset capac specif manufactur statutori condit cost develop om element item inform vari modifi accord need inform systemat organ data matrix simplifi bim model develop demonstr inform store share utilis major stakehold agre simplifi bim system use flexibl least complex effect manag monitor mainten oper build
151,zakat mandatory practice islam purpose zakat help society share endless boons allah assists unfortunate people better quality life concept zakat purify muslim wealth soul calculation zakat based total savings muslim one lunar islamic year even though paying zakat compulsory muslims however knowledge zakat calculation zakat still insufficiently explored muslims based initial study carried muslims still blur confuse understanding concept zakat calculation zakat therefore izakat kedah mobile application developed provides understanding zakat income calculation zakat thus paper focuses development izakat kedah mobile application carried comparative analysis study evaluation proposed application expert review method findings study indicates experts agreed izakat kedah mobile application provides useful knowledge terms zakat information zakat calculation public particularly muslims,zakat mandatori practic islam purpos zakat help societi share endless boon allah assist unfortun peopl better qualiti life concept zakat purifi muslim wealth soul calcul zakat base total save muslim one lunar islam year even though pay zakat compulsori muslim howev knowledg zakat calcul zakat still insuffici explor muslim base initi studi carri muslim still blur confus understand concept zakat calcul zakat therefor izakat kedah mobil applic develop provid understand zakat incom calcul zakat thus paper focus develop izakat kedah mobil applic carri compar analysi studi evalu propos applic expert review method find studi indic expert agre izakat kedah mobil applic provid use knowledg term zakat inform zakat calcul public particular muslim
264,paper presents mobile application via bluetooth wireless technology mavbt enhance student portal universities connecting students' mobile phone devices server application benefit devices bluetooth technology storage abilities mavbt enables students retrieve information minimum time anywhere ranging 100m 1km facilitate communication instructors outside office hours system consists computer application server application installed bluetooth enabled computer mobile application client application installed studentsâ mobile phone devices website enable instructors edit materials enable demonstrator get important reports experimental results show proposed system faster effortless cheaper,paper present mobil applic via bluetooth wireless technolog mavbt enhanc student portal univers connect student mobil phone devic server applic benefit devic bluetooth technolog storag abil mavbt enabl student retriev inform minimum time anywher rang 100m 1km facilit communic instructor outsid offic hour system consist comput applic server applic instal bluetooth enabl comput mobil applic client applic instal studentsâ mobil phone devic websit enabl instructor edit materi enabl demonstr get import report experiment result show propos system faster effortless cheaper
393,rural communities developing countries due geographical demographic conditions faced many challenges one pressing challenges affect life welfare citizens communities health awareness health services essential research efficient cost effective methods tackle challenges appropriate developing countries limited resources paper report findings implementing number ict interventions promote maternalchild health care status rural areas jordan collected feedback demonstrates benefits system supporting government activities,rural communiti develop countri due geograph demograph condit face mani challeng one press challeng affect life welfar citizen communiti health awar health servic essenti research effici cost effect method tackl challeng appropri develop countri limit resourc paper report find implement number ict intervent promot maternalchild health care status rural area jordan collect feedback demonstr benefit system support govern activ
397,health care environment task planning process fundamentally collaborative task requires participation many health care professionals different skills working simultaneously cases however recent healthcare research focused methods mainly based communication rather collaboration supports followed cscwbased planning approach constitutes evolution planning environments toward new shared workspaces supporting collaboration work led us first analyse related tasks algerian maternity ward order highlight vital collaborative medical tasks need modelled following sections outline basic design concepts mobile collaborative planning system designed provide flexible group interaction support care coordination continuity,health care environ task plan process fundament collabor task requir particip mani health care profession differ skill work simultan case howev recent healthcar research focus method main base communic rather collabor support follow cscwbase plan approach constitut evolut plan environ toward new share workspac support collabor work led us first analys relat task algerian matern ward order highlight vital collabor medic task need model follow section outlin basic design concept mobil collabor plan system design provid flexibl group interact support care coordin continu
402,computer supported cooperative work cscw established subset field human computer interaction deals people use computing technology enhance group interaction collaboration mobile cscw emerged result progression personal desktop computing mobile device platforms ubiquitous todaycscw aims connect people facilitate communication using computers aims provide conceptual models coupled technology manage mediate assist collaborative processes mobile cscw research looks fulfil aims adoption mobile technology consideration mobile user facilitating collaboration using mobile devices brings new challenges challenges inherent nature device hardware others focus understanding engineer software maximize effectiveness endusers paper reviews seminal stateoftheart cooperative software applications development frameworks support mobile devices,comput support cooper work cscw establish subset field human comput interact deal peopl use comput technolog enhanc group interact collabor mobil cscw emerg result progress person desktop comput mobil devic platform ubiquit todaycscw aim connect peopl facilit communic use comput aim provid conceptu model coupl technolog manag mediat assist collabor process mobil cscw research look fulfil aim adopt mobil technolog consider mobil user facilit collabor use mobil devic bring new challeng challeng inher natur devic hardwar other focus understand engin softwar maxim effect endus paper review semin stateoftheart cooper softwar applic develop framework support mobil devic
422,paper process developing musicalmobile application described main motivation product support samsung bada apps market developed product based two perspectives educational entertainment product teach users play piano time use fun ie play piano like real piano instrument firstly studied analysed similar current products know understand main functions product later used prototype methodology final product generated 8 prototypes conclusion product pianist introducing smart phone musical instrument used learning playing piano,paper process develop musicalmobil applic describ main motiv product support samsung bada app market develop product base two perspect educ entertain product teach user play piano time use fun ie play piano like real piano instrument first studi analys similar current product know understand main function product later use prototyp methodolog final product generat 8 prototyp conclus product pianist introduc smart phone music instrument use learn play piano
434,paper grounded idea theory mobile media like scientific discourse must built solid conceptual taxonomical bases within context paper brings together previous fragmented approaches studying mobile media analyses develops set definitions classifications contents applications order consolidate construction robust mobile media theory paper finishes reflection ongoing mutations field implications suggesting scholars need rethink basic concepts behind theories,paper ground idea theori mobil media like scientif discours must built solid conceptu taxonom base within context paper bring togeth previous fragment approach studi mobil media analys develop set definit classif content applic order consolid construct robust mobil media theori paper finish reflect ongo mutat field implic suggest scholar need rethink basic concept behind theori
451,brailleone mobile application designed provide blind visuallyimpaired braille readers accessible keyboard manual text input android smartphones tablets purpose make use adolescents young adults excitement technology order facilitate braille learning daily practice results pilot evaluation study suggest brailleone could contribute overcoming accessibility barriers field text entry,brailleon mobil applic design provid blind visuallyimpair braill reader access keyboard manual text input android smartphon tablet purpos make use adolesc young adult excit technolog order facilit braill learn daili practic result pilot evalu studi suggest brailleon could contribut overcom access barrier field text entri
458,many businesses use email medium advertising use emails communicate customers email world common issue remains unresolved even spamming terms unsolicited bulk email currently common way regulate practices email sender proposed system formulate protocol common esps inbox providers centralized system easily find spammers block method email service providers esps inbox providers need wait sender behaviour take actions sender sender domain sender ip address instead get sender history reputation blockchain esps inbox provider provides score based emails received sender esps get public sender scores3 mobile application web application provides score management user interface apis email marketers also monitor score application,mani busi use email medium advertis use email communic custom email world common issu remain unresolv even spam term unsolicit bulk email current common way regul practic email sender propos system formul protocol common esp inbox provid central system easili find spammer block method email servic provid esp inbox provid need wait sender behaviour take action sender sender domain sender ip address instead get sender histori reput blockchain esp inbox provid provid score base email receiv sender esp get public sender scores3 mobil applic web applic provid score manag user interfac api email market also monitor score applic
461,mobile based culinary recommendation system received significant attention recent mobile application research technique order preference similarity ideal solution topsis regained popularity supporting multicriteria decision making due method allowing inclusion many factors criteria decision making process previous works mobile based scenario culinary recommendation system reveal topsis stand recommendation approaches like ahp fuzzy providing lightweight computation algorithm promising performance time complexity however computing culinary recommendation using topsis limitations especially menu judgment processes due alternatives priority include personal preferences recommendation culinary recommendation system scenario users likely search culinary menus group instead alone research aims develop culinary recommendation system based group decision support system gdss using topsis possible calculate recommendation using group preferences instead personal preferences experimental results show overall functional proposed gdss gives better recommendation result gdss using topsis 100 rank consistency 6 group users 5 combination menus accuracy testing shows 8333 recommendation gdss topsis match real user preferences furthermore run well various type android smartphone,mobil base culinari recommend system receiv signific attent recent mobil applic research techniqu order prefer similar ideal solut topsi regain popular support multicriteria decis make due method allow inclus mani factor criteria decis make process previous work mobil base scenario culinari recommend system reveal topsi stand recommend approach like ahp fuzzi provid lightweight comput algorithm promis perform time complex howev comput culinari recommend use topsi limit especi menu judgment process due altern prioriti includ person prefer recommend culinari recommend system scenario user like search culinari menus group instead alon research aim develop culinari recommend system base group decis support system gdss use topsi possibl calcul recommend use group prefer instead person prefer experiment result show overal function propos gdss give better recommend result gdss use topsi 100 rank consist 6 group user 5 combin menus accuraci test show 8333 recommend gdss topsi match real user prefer furthermor run well various type android smartphon
496,online transport service currently popular indonesia provide ridesharing service also services food delivery medicine delivery courier service ease use low cost make online transportation service favored consumers however service several disadvantages cause inconvenience user occurrence fraud action driver customer therefore identification system deficiencies needs done improve security convenience customer drivers online transport services paper analyze problems online transportation services applications cases occurred complaints users online transport applications analysis propose solutions protect consumers drivers security transactions,onlin transport servic current popular indonesia provid rideshar servic also servic food deliveri medicin deliveri courier servic eas use low cost make onlin transport servic favor consum howev servic sever disadvantag caus inconveni user occurr fraud action driver custom therefor identif system defici need done improv secur conveni custom driver onlin transport servic paper analyz problem onlin transport servic applic case occur complaint user onlin transport applic analysi propos solut protect consum driver secur transact
506,objective study unveil importance emotions feelings developing mobilebased tourism applications gathered analyzed emotional requirements develop mobile contextaware application tourists emotional requirements nonfunctional requirements affecting users emotional experiences around using applications important sustainable application usage many tourism applications exist designed without considering emotional requirements related ux factors emotions developed proofofconcept prototype servicebased contextaware tourism application scata users participated design evaluation processes emotional requirements key sustainable usage especially regarding security paper details application design evaluation processes emotional requirements analysis design phase emotional effects content accessibility applications offline mode unknown environments results show trust security adjustability reliability important factors users especially unknown environments,object studi unveil import emot feel develop mobilebas tourism applic gather analyz emot requir develop mobil contextawar applic tourist emot requir nonfunct requir affect user emot experi around use applic import sustain applic usag mani tourism applic exist design without consid emot requir relat ux factor emot develop proofofconcept prototyp servicebas contextawar tourism applic scata user particip design evalu process emot requir key sustain usag especi regard secur paper detail applic design evalu process emot requir analysi design phase emot effect content access applic offlin mode unknown environ result show trust secur adjust reliabl import factor user especi unknown environ
510,health professionals increasingly using relying mobile applications support decisions jordan nursing staff opportunity use wide variety already existed mobile applications support tasks providing health services inpatients outpatientsthis study attempted investigate key factors affect adoption mobile applications support nursing staff health decision making jordan key factors include perceived usefulness perceived ease use subjective norms job relevance perceptions external control addition study intended investigate moderating effect selfefficacy age genderthe study validated proposed model using data collected 241 nursing staff three public private hospitals jordan results show perceived usefulness perceived ease use important factors determining individuals behavioral intention adopt mobile application decision support processes,health profession increas use reli mobil applic support decis jordan nurs staff opportun use wide varieti alreadi exist mobil applic support task provid health servic inpati outpatientsthi studi attempt investig key factor affect adopt mobil applic support nurs staff health decis make jordan key factor includ perceiv use perceiv eas use subject norm job relev percept extern control addit studi intend investig moder effect selfefficaci age genderth studi valid propos model use data collect 241 nurs staff three public privat hospit jordan result show perceiv use perceiv eas use import factor determin individu behavior intent adopt mobil applic decis support process
518,mobile based culinary recommendation system become critical topic mobile application methods presented literature propose use ahp analytic hierarchy process ahp topsis technique order preference similarity ideal solution fuzzy ahp mobile based culinary recommendation system however comparative studies three methods applied mobile based culinary recommendation system thus research presents comparative analysis three methods context culinary recommendation system mobile environment comparison made based accuracy time complexity mobile application environment needs low time complexity results shown methods suitable culinary recommendation system mobile environment fuzzy ahp highest accuracy methods 6667 accuracy ahp topsis shows best performance time complexity order growth quadratic class n2,mobil base culinari recommend system becom critic topic mobil applic method present literatur propos use ahp analyt hierarchi process ahp topsi techniqu order prefer similar ideal solut fuzzi ahp mobil base culinari recommend system howev compar studi three method appli mobil base culinari recommend system thus research present compar analysi three method context culinari recommend system mobil environ comparison made base accuraci time complex mobil applic environ need low time complex result shown method suitabl culinari recommend system mobil environ fuzzi ahp highest accuraci method 6667 accuraci ahp topsi show best perform time complex order growth quadrat class n2
520,existence mobile devices location pointing device using global positioning system gps common thing nowadays use gps tool determine location course shortage used indoors therefore used indoor locationbased services room leverages use access point ap important using information received signal strength rss obtained ap location device determined without need use gps technique called location fingerprint technique using characteristics received rsss fingerprint use determine position get accurate position authors used knearest neighbor knn method knn use data obtained ap assist positioning device solution course would able determine position devices storied building,exist mobil devic locat point devic use global posit system gps common thing nowaday use gps tool determin locat cours shortag use indoor therefor use indoor locationbas servic room leverag use access point ap import use inform receiv signal strength rss obtain ap locat devic determin without need use gps techniqu call locat fingerprint techniqu use characterist receiv rsss fingerprint use determin posit get accur posit author use knearest neighbor knn method knn use data obtain ap assist posit devic solut cours would abl determin posit devic stori build
547,variety planning design solutions occasionally turns underpinning factor defects maintenance issues built forms defects maintenance emerges deficient design indicate design conceded perception quality reviewing nature deficient designs resulting maintenance problems various types built forms revealed housing sector effective phenomenon reason could set housing planning design construction practiced activity address living needs evergrowing world population research considered design quality housing severely affected developing countries regard housing standards bylaws plays minor role ensure housing quality developing regions however notable developing regions majority populations easy access mobile communication technology therefore possible use mobile technology educate people quality issues housing help evaluate quality proposed existing housing present use mobile technology heightened need knowledge also extend capabilities many designersarchitects builders hence niche develop integrated hub could appraise function professional involved housing processes research established criterion mobile technology help common people understand quality househousing ascertain results research surfaced model mobile application could used later prepare realtime mobile application work “design quality assessment tool”,varieti plan design solut occasion turn underpin factor defect mainten issu built form defect mainten emerg defici design indic design conced percept qualiti review natur defici design result mainten problem various type built form reveal hous sector effect phenomenon reason could set hous plan design construct practic activ address live need evergrow world popul research consid design qualiti hous sever affect develop countri regard hous standard bylaw play minor role ensur hous qualiti develop region howev notabl develop region major popul easi access mobil communic technolog therefor possibl use mobil technolog educ peopl qualiti issu hous help evalu qualiti propos exist hous present use mobil technolog heighten need knowledg also extend capabl mani designersarchitect builder henc nich develop integr hub could apprais function profession involv hous process research establish criterion mobil technolog help common peopl understand qualiti househ ascertain result research surfac model mobil applic could use later prepar realtim mobil applic work “design qualiti assess tool”
563,building contextaware mobile applications one ambitious areas research applications change behavior according context perform specific tasks specific contexts regardless application contextaware mobile applications share need retrieve process context information paper presents context management tool android platform acm acm allows easy access internal onboard mobile sensors hardware features extracting corresponding raw data raw context processed higherlevel humanreadable context provided seamlessly mobile applications different methods used purpose including fuzzy classifiers since different mobiles different sensors hardware features acm adapt mobile device deactivating access unavailable ones information regarding available sensors hardware features specifications also queried additionally applications request notifications regarding context change specific context values addition providing developers supporting classes methods acm accompanied application allows developers examine functionality capabilities using application also used examine readings different sensors different situations thus calibrate needed additionally used modify personalize default interpretations raw context values highlevel ones acm tested empirically results show extreme interest contextaware mobile application developers promising capabilities conducive facilitating speeding triggering development many applications,build contextawar mobil applic one ambiti area research applic chang behavior accord context perform specif task specif context regardless applic contextawar mobil applic share need retriev process context inform paper present context manag tool android platform acm acm allow easi access intern onboard mobil sensor hardwar featur extract correspond raw data raw context process higherlevel humanread context provid seamless mobil applic differ method use purpos includ fuzzi classifi sinc differ mobil differ sensor hardwar featur acm adapt mobil devic deactiv access unavail one inform regard avail sensor hardwar featur specif also queri addit applic request notif regard context chang specif context valu addit provid develop support class method acm accompani applic allow develop examin function capabl use applic also use examin read differ sensor differ situat thus calibr need addit use modifi person default interpret raw context valu highlevel one acm test empir result show extrem interest contextawar mobil applic develop promis capabl conduc facilit speed trigger develop mani applic
