,abstract,stemmed
63,user experience ux evaluation has a significant importance for any interactive application mobile device applications have additional limitations to convey good user experiences ux due to the usage and features of mobile devices in ubiquitous computing contexts there are a lot of automated tools available for evaluating such applications particularly developed for android and ios automated ux evaluation provides a number of strengths which are able to overcome the limitations of nonautomated moderated counterparts automated ux evaluation is regarded as unexplored field especially when it is adopted for the ux evaluation of complex mobile application despite these automated ux evaluation tools are unexplored and should only be used in coupling with traditional ux evaluation techniques hence this study aims to discuss the literature in automated ux evaluation and to highlight the ux measurements that merit further investigation this paper presents the most frequently used automated ux evaluation tools for mobile applications therefore the study analyzes existing automated ux tools and frameworks and identifies which ux attributes and measurements of automated ux evaluation are likely to be of use in future research moreover we discuss the strengths and limitations of automated ux evaluation methods for mobile applications finally the paper provides an overview of automated ux evaluation techniques and tools it also presents the strengths and limitations for comparing various evaluation methods,user experi ux evalu has a signific import for ani interact applic mobil devic applic have addit limit to convey good user experi ux due to the usag and featur of mobil devic in ubiquit comput context there are a lot of autom tool avail for evalu such applic particular develop for android and io autom ux evalu provid a number of strength which are abl to overcom the limit of nonautom moder counterpart autom ux evalu is regard as unexplor field especi when it is adopt for the ux evalu of complex mobil applic despit these autom ux evalu tool are unexplor and should onli be use in coupl with tradit ux evalu techniqu henc this studi aim to discuss the literatur in autom ux evalu and to highlight the ux measur that merit further investig this paper present the most frequent use autom ux evalu tool for mobil applic therefor the studi analyz exist autom ux tool and framework and identifi which ux attribut and measur of autom ux evalu are like to be of use in futur research moreov we discuss the strength and limit of autom ux evalu method for mobil applic final the paper provid an overview of autom ux evalu techniqu and tool it also present the strength and limit for compar various evalu method
144,managing maintenance cost data is one of the issues due to difficulties in identifying the accurate cost for maintenance and repair of specific components this is because of the accounting systems used by majority of building managers the introduction of building information modeling bim as a tool for facilitating information and knowledge sharing through digital representation of the physical and functional characteristics of a facility has seen wide application in the construction industry spanning over the entire life cycle of a facility ie planning design preconstruction construction and postconstruction in postconstruction stage bim is used for transferring the data of building spaces systems and components into maintenance management operations keeping track of building assets and enable scheduled maintenance and provides information of building maintenance history however the current bim rather complex and requires a huge amount of data to develop which make the system is difficult to adopt for the existing buildings this study therefore aims to investigate the implementation of bim for operation and maintenance management om in malaysia by identifying the information that should be prioritized to enable bim mobile application at om phase the study makes used of qualitative methods of data collection and analysis three 3 rounds of expert discussion using delphi techniques were carried out with 10 to 15 selected respondents experts in om and bim the framework validated by a case study via onsite data collection which used site measurement building modelling using appropriate software ie revit and autocad most of the experts agreed that technology could improve the efficiency of service delivery and interested in implementing bim in om practices simplified bim for om that consists of the critical information includes location dimension asset information asset capacity specification manufacturer statutory condition and cost was developed for the om element and items information varies and can be modified according to the needs all this information was systematically organized in a data matrix a simplified bim model has been developed to demonstrate how the information is stored shared and utilised majority of the stakeholders agreed that the simplified bim system is useful flexible least complex and effective in managing and monitoring maintenance operations of their building,manag mainten cost data is one of the issu due to difficulti in identifi the accur cost for mainten and repair of specif compon this is becaus of the account system use by major of build manag the introduct of build inform model bim as a tool for facilit inform and knowledg share through digit represent of the physic and function characterist of a facil has seen wide applic in the construct industri span over the entir life cycl of a facil ie plan design preconstruct construct and postconstruct in postconstruct stage bim is use for transfer the data of build space system and compon into mainten manag oper keep track of build asset and enabl schedul mainten and provid inform of build mainten histori howev the current bim rather complex and requir a huge amount of data to develop which make the system is difficult to adopt for the exist build this studi therefor aim to investig the implement of bim for oper and mainten manag om in malaysia by identifi the inform that should be priorit to enabl bim mobil applic at om phase the studi make use of qualit method of data collect and analysi three 3 round of expert discuss use delphi techniqu were carri out with 10 to 15 select respond expert in om and bim the framework valid by a case studi via onsit data collect which use site measur build model use appropri softwar ie revit and autocad most of the expert agre that technolog could improv the effici of servic deliveri and interest in implement bim in om practic simplifi bim for om that consist of the critic inform includ locat dimens asset inform asset capac specif manufactur statutori condit and cost was develop for the om element and item inform vari and can be modifi accord to the need all this inform was systemat organ in a data matrix a simplifi bim model has been develop to demonstr how the inform is store share and utilis major of the stakehold agre that the simplifi bim system is use flexibl least complex and effect in manag and monitor mainten oper of their build
151,zakat is a mandatory practice in islam the purpose of zakat is to help the society share the endless boons of allah and assists the unfortunate people to have a better quality of life the concept of zakat is to purify the muslim wealth and soul calculation of zakat is based on the total savings of a muslim during one lunar islamic year even though paying zakat is compulsory for all muslims however the knowledge of zakat and the calculation of zakat is still insufficiently explored by the muslims themselves based on the initial study that has been carried out most of the muslims still blur and confuse in understanding the concept of zakat and the calculation of zakat therefore izakat kedah mobile application has been developed to provides understanding of the zakat income and the calculation of zakat thus this paper focuses on the development of izakat kedah mobile application which has been carried out through comparative analysis study and the evaluation of the proposed application through expert review method findings of the study indicates that most of the experts agreed that the izakat kedah mobile application provides useful knowledge in terms of zakat information and zakat calculation to the public particularly for muslims,zakat is a mandatori practic in islam the purpos of zakat is to help the societi share the endless boon of allah and assist the unfortun peopl to have a better qualiti of life the concept of zakat is to purifi the muslim wealth and soul calcul of zakat is base on the total save of a muslim dure one lunar islam year even though pay zakat is compulsori for all muslim howev the knowledg of zakat and the calcul of zakat is still insuffici explor by the muslim themselv base on the initi studi that has been carri out most of the muslim still blur and confus in understand the concept of zakat and the calcul of zakat therefor izakat kedah mobil applic has been develop to provid understand of the zakat incom and the calcul of zakat thus this paper focus on the develop of izakat kedah mobil applic which has been carri out through compar analysi studi and the evalu of the propos applic through expert review method find of the studi indic that most of the expert agre that the izakat kedah mobil applic provid use knowledg in term of zakat inform and zakat calcul to the public particular for muslim
264,this paper presents mobile application via bluetooth wireless technology mavbt that enhance the student portal in universities by connecting students' mobile phone devices to a server application that benefit from the devices bluetooth technology and the storage abilities mavbt enables students to retrieve their information with minimum time and anywhere ranging from 100m up to 1km and it facilitate the communication with instructors outside the office hours this system consists of computer application server application installed on a bluetooth enabled computer mobile application client application installed on studentsâ mobile phone devices and a website that enable the instructors to edit their materials or enable the demonstrator to get some important reports experimental results show that the proposed system is faster effortless and cheaper,this paper present mobil applic via bluetooth wireless technolog mavbt that enhanc the student portal in univers by connect student mobil phone devic to a server applic that benefit from the devic bluetooth technolog and the storag abil mavbt enabl student to retriev their inform with minimum time and anywher rang from 100m up to 1km and it facilit the communic with instructor outsid the offic hour this system consist of comput applic server applic instal on a bluetooth enabl comput mobil applic client applic instal on studentsâ mobil phone devic and a websit that enabl the instructor to edit their materi or enabl the demonstr to get some import report experiment result show that the propos system is faster effortless and cheaper
393,rural communities in developing countries due to its geographical and demographic conditions are faced with many challenges one of the most pressing challenges which affect the life and welfare of citizens in these communities are health awareness and health services it is essential to research efficient and cost effective methods to tackle these challenges and be appropriate for developing countries with limited resources in this paper we report our findings from implementing a number of ict interventions to promote maternalchild health care status in rural areas of jordan collected feedback demonstrates the benefits of such system in supporting government activities,rural communiti in develop countri due to it geograph and demograph condit are face with mani challeng one of the most press challeng which affect the life and welfar of citizen in these communiti are health awar and health servic it is essenti to research effici and cost effect method to tackl these challeng and be appropri for develop countri with limit resourc in this paper we report our find from implement a number of ict intervent to promot maternalchild health care status in rural area of jordan collect feedback demonstr the benefit of such system in support govern activ
397,in a health care environment in which task planning process is fundamentally a collaborative task that requires the participation of many health care professionals with different skills working simultaneously on same cases however most recent healthcare research has focused on methods mainly based on communication rather than collaboration supports we followed then a cscwbased planning approach which constitutes an evolution of planning environments toward new shared workspaces supporting collaboration our work led us first to analyse the related tasks in an algerian maternity ward in order to highlight the vital collaborative medical tasks that need to be modelled the following sections outline basic design concepts of our mobile collaborative planning system which is designed to provide a flexible group interaction support for care coordination and continuity,in a health care environ in which task plan process is fundament a collabor task that requir the particip of mani health care profession with differ skill work simultan on same case howev most recent healthcar research has focus on method main base on communic rather than collabor support we follow then a cscwbase plan approach which constitut an evolut of plan environ toward new share workspac support collabor our work led us first to analys the relat task in an algerian matern ward in order to highlight the vital collabor medic task that need to be model the follow section outlin basic design concept of our mobil collabor plan system which is design to provid a flexibl group interact support for care coordin and continu
402,computer supported cooperative work cscw is an established subset of the field of human computer interaction that deals with the how people use computing technology to enhance group interaction and collaboration mobile cscw has emerged as a result of the progression from personal desktop computing to the mobile device platforms that are ubiquitous todaycscw aims to not only connect people and facilitate communication through using computers it aims to provide conceptual models coupled with technology to manage mediate and assist collaborative processes mobile cscw research looks to fulfil these aims through the adoption of mobile technology and consideration for the mobile user facilitating collaboration using mobile devices brings new challenges some of these challenges are inherent to the nature of the device hardware while others focus on the understanding of how to engineer software to maximize effectiveness for the endusers this paper reviews seminal and stateoftheart cooperative software applications and development frameworks and their support for mobile devices,comput support cooper work cscw is an establish subset of the field of human comput interact that deal with the how peopl use comput technolog to enhanc group interact and collabor mobil cscw has emerg as a result of the progress from person desktop comput to the mobil devic platform that are ubiquit todaycscw aim to not onli connect peopl and facilit communic through use comput it aim to provid conceptu model coupl with technolog to manag mediat and assist collabor process mobil cscw research look to fulfil these aim through the adopt of mobil technolog and consider for the mobil user facilit collabor use mobil devic bring new challeng some of these challeng are inher to the natur of the devic hardwar while other focus on the understand of how to engin softwar to maxim effect for the endus this paper review semin and stateoftheart cooper softwar applic and develop framework and their support for mobil devic
422,in this paper the process of developing a musicalmobile application has been described the main motivation for this product is to support samsung bada apps market we have developed this product based on two perspectives educational and entertainment the product can teach users how to play piano and at the same time they can use it for fun ie just to play piano like a real piano instrument firstly we have studied and analysed the similar current products to know and understand the main functions of such product later we used prototype methodology the final product generated after 8 prototypes as a conclusion this product the pianist introducing a smart phone as a musical instrument which can be used for learning and playing piano,in this paper the process of develop a musicalmobil applic has been describ the main motiv for this product is to support samsung bada app market we have develop this product base on two perspect educ and entertain the product can teach user how to play piano and at the same time they can use it for fun ie just to play piano like a real piano instrument first we have studi and analys the similar current product to know and understand the main function of such product later we use prototyp methodolog the final product generat after 8 prototyp as a conclus this product the pianist introduc a smart phone as a music instrument which can be use for learn and play piano
434,the paper is grounded in the idea that a theory of mobile media like that of any other scientific discourse must be built on solid conceptual and taxonomical bases within this context the paper brings together previous fragmented approaches to studying mobile media analyses them and develops a set of definitions and classifications of contents and applications in order to consolidate the construction of a robust mobile media theory the paper finishes with a reflection on the ongoing mutations of this field and their implications suggesting that scholars need to rethink the basic concepts behind their theories,the paper is ground in the idea that a theori of mobil media like that of ani other scientif discours must be built on solid conceptu and taxonom base within this context the paper bring togeth previous fragment approach to studi mobil media analys them and develop a set of definit and classif of content and applic in order to consolid the construct of a robust mobil media theori the paper finish with a reflect on the ongo mutat of this field and their implic suggest that scholar need to rethink the basic concept behind their theori
451,brailleone is a mobile application designed to provide blind and visuallyimpaired braille readers with an accessible keyboard for manual text input on their android smartphones or tablets its purpose is to make use of adolescents and young adults excitement for technology in order to facilitate braille learning and daily practice the results of a pilot evaluation study suggest that brailleone could contribute to the overcoming of accessibility barriers in the field of text entry,brailleon is a mobil applic design to provid blind and visuallyimpair braill reader with an access keyboard for manual text input on their android smartphon or tablet it purpos is to make use of adolesc and young adult excit for technolog in order to facilit braill learn and daili practic the result of a pilot evalu studi suggest that brailleon could contribut to the overcom of access barrier in the field of text entri
458,many businesses use email as a medium for advertising and they use emails to communicate with their customers in the email world the most common issue that remains unresolved even now is spamming or in other terms unsolicited bulk email currently there is no common way to regulate the practices of an email sender this proposed system is to formulate a protocol common for all the esps or inbox providers and a centralized system that will easily find the spammers and block them by this method the email service providers esps or inbox providers need not wait for the sender behaviour and then take actions on the sender or sender domain or sender ip address instead they can get the sender history of reputation from blockchain where the esps or inbox provider provides a score based on the emails they have received from the sender the esps can get the public sender scores3 from the mobile application or web application which provides the score management user interface and apis the email marketers can also monitor their score through the application,mani busi use email as a medium for advertis and they use email to communic with their custom in the email world the most common issu that remain unresolv even now is spam or in other term unsolicit bulk email current there is no common way to regul the practic of an email sender this propos system is to formul a protocol common for all the esp or inbox provid and a central system that will easili find the spammer and block them by this method the email servic provid esp or inbox provid need not wait for the sender behaviour and then take action on the sender or sender domain or sender ip address instead they can get the sender histori of reput from blockchain where the esp or inbox provid provid a score base on the email they have receiv from the sender the esp can get the public sender scores3 from the mobil applic or web applic which provid the score manag user interfac and api the email market can also monitor their score through the applic
461,mobile based culinary recommendation system has received significant attention in recent mobile application research  technique for order of preference by similarity to ideal solution topsis has regained popularity in supporting multicriteria decision making due to this method allowing inclusion of many factors and criteria into the decision making process previous works on mobile based scenario culinary recommendation system reveal that topsis stand out from other recommendation approaches like ahp and fuzzy by providing a lightweight computation algorithm that have promising performance in time complexity however computing a culinary recommendation using topsis has own limitations especially in the menu judgment processes due to the alternatives priority only include personal preferences for recommendation in such a culinary recommendation system scenario users more likely search culinary menus in group instead of alone this research aims to develop a culinary recommendation system based on group decision support system gdss using topsis that possible to calculate a recommendation by using group preferences instead of personal preferences the experimental results show that the overall functional of proposed gdss gives better recommendation result gdss using topsis have 100 rank consistency for 6 group of users with 5 combination of menus the accuracy testing shows that 8333  recommendation of gdss topsis are match with real user preferences furthermore it can be run well in various type of android smartphone,mobil base culinari recommend system has receiv signific attent in recent mobil applic research  techniqu for order of prefer by similar to ideal solut topsi has regain popular in support multicriteria decis make due to this method allow inclus of mani factor and criteria into the decis make process previous work on mobil base scenario culinari recommend system reveal that topsi stand out from other recommend approach like ahp and fuzzi by provid a lightweight comput algorithm that have promis perform in time complex howev comput a culinari recommend use topsi has own limit especi in the menu judgment process due to the altern prioriti onli includ person prefer for recommend in such a culinari recommend system scenario user more like search culinari menus in group instead of alon this research aim to develop a culinari recommend system base on group decis support system gdss use topsi that possibl to calcul a recommend by use group prefer instead of person prefer the experiment result show that the overal function of propos gdss give better recommend result gdss use topsi have 100 rank consist for 6 group of user with 5 combin of menus the accuraci test show that 8333  recommend of gdss topsi are match with real user prefer furthermor it can be run well in various type of android smartphon
496,online transport service is currently popular in indonesia not only provide ridesharing service but also other services such as food delivery medicine delivery and courier service ease of use and low cost make online transportation service more favored by consumers however this service has several disadvantages that cause inconvenience to the user until the occurrence of fraud action by the driver or the customer therefore identification of system deficiencies needs to be done to improve the security and convenience of customer and drivers of online transport services this paper will analyze the problems of online transportation services applications through cases that have occurred and complaints of users of online transport applications through this analysis we propose solutions to protect consumers and drivers for the security of transactions,onlin transport servic is current popular in indonesia not onli provid rideshar servic but also other servic such as food deliveri medicin deliveri and courier servic eas of use and low cost make onlin transport servic more favor by consum howev this servic has sever disadvantag that caus inconveni to the user until the occurr of fraud action by the driver or the custom therefor identif of system defici need to be done to improv the secur and conveni of custom and driver of onlin transport servic this paper will analyz the problem of onlin transport servic applic through case that have occur and complaint of user of onlin transport applic through this analysi we propos solut to protect consum and driver for the secur of transact
506,the objective of this study was to unveil the importance of emotions and feelings in developing mobilebased tourism applications we gathered and analyzed emotional requirements to develop a mobile contextaware application for tourists emotional requirements are nonfunctional requirements affecting users emotional experiences around using applications which are important for sustainable application usage many tourism applications exist but were designed without considering emotional requirements or related ux factors and emotions we developed a proofofconcept prototype servicebased contextaware tourism application scata and users participated in the design and evaluation processes emotional requirements are key to sustainable usage especially regarding security this paper details the application design and evaluation processes emotional requirements analysis in each design phase and the emotional effects of content accessibility in the applications offline mode in unknown environments the results show that trust security adjustability and reliability are important factors to users especially in unknown environments,the object of this studi was to unveil the import of emot and feel in develop mobilebas tourism applic we gather and analyz emot requir to develop a mobil contextawar applic for tourist emot requir are nonfunct requir affect user emot experi around use applic which are import for sustain applic usag mani tourism applic exist but were design without consid emot requir or relat ux factor and emot we develop a proofofconcept prototyp servicebas contextawar tourism applic scata and user particip in the design and evalu process emot requir are key to sustain usag especi regard secur this paper detail the applic design and evalu process emot requir analysi in each design phase and the emot effect of content access in the applic offlin mode in unknown environ the result show that trust secur adjust and reliabl are import factor to user especi in unknown environ
510,health professionals are increasingly using and relying on mobile applications to support their decisions in jordan nursing staff have the opportunity to use a wide variety of already existed mobile applications to support their tasks when providing health services to both inpatients and outpatientsthis study attempted to investigate the key factors that affect adoption of mobile applications that support nursing staff health decision making in jordan these key factors include perceived usefulness perceived ease of use subjective norms job relevance perceptions of external control in addition this study intended to investigate the moderating effect of selfefficacy age and genderthe study validated the proposed model using data collected from 241 nursing staff in three public and private hospitals in jordan results show that perceived usefulness and perceived ease of use are the most important factors in determining individuals behavioral intention to adopt the mobile application in their decision support processes,health profession are increas use and reli on mobil applic to support their decis in jordan nurs staff have the opportun to use a wide varieti of alreadi exist mobil applic to support their task when provid health servic to both inpati and outpatientsthi studi attempt to investig the key factor that affect adopt of mobil applic that support nurs staff health decis make in jordan these key factor includ perceiv use perceiv eas of use subject norm job relev percept of extern control in addit this studi intend to investig the moder effect of selfefficaci age and genderth studi valid the propos model use data collect from 241 nurs staff in three public and privat hospit in jordan result show that perceiv use and perceiv eas of use are the most import factor in determin individu behavior intent to adopt the mobil applic in their decis support process
518,mobile based culinary recommendation system has become critical topic in mobile application some methods presented in the literature propose the use of the ahp analytic hierarchy process ahp topsis technique for order of preference by similarity to ideal solution and fuzzy ahp for mobile based culinary recommendation system however there are no comparative studies of these three methods when applied to mobile based culinary recommendation system thus this research presents a comparative analysis of these three methods in the context of culinary recommendation system in mobile environment the comparison was made based on accuracy and time complexity because mobile application environment needs low time complexity the results have shown that all of these methods are suitable for culinary recommendation system in mobile environment fuzzy ahp have the highest accuracy between all of these methods it have 6667  accuracy but ahp topsis shows the best performance in time complexity with order of growth in quadratic class n2,mobil base culinari recommend system has becom critic topic in mobil applic some method present in the literatur propos the use of the ahp analyt hierarchi process ahp topsi techniqu for order of prefer by similar to ideal solut and fuzzi ahp for mobil base culinari recommend system howev there are no compar studi of these three method when appli to mobil base culinari recommend system thus this research present a compar analysi of these three method in the context of culinari recommend system in mobil environ the comparison was made base on accuraci and time complex becaus mobil applic environ need low time complex the result have shown that all of these method are suitabl for culinari recommend system in mobil environ fuzzi ahp have the highest accuraci between all of these method it have 6667  accuraci but ahp topsi show the best perform in time complex with order of growth in quadrat class n2
520,the existence of mobile devices as a location pointing device using global positioning system gps is a very common thing nowadays the use of gps as a tool to determine the location of course has a shortage when used indoors therefore the used of indoor locationbased services in a room that leverages the use of access point ap is very important by using the information of the received signal strength rss obtained from ap then the location of the device can be determined without the need to use gps this technique is called the location fingerprint technique using the characteristics of received rsss fingerprint then use it to determine the position to get a more accurate position then authors used the knearest neighbor knn method knn will use some of the data that obtained from some ap to assist in positioning the device this solution of course would be able to determine the position of the devices in a storied building,the exist of mobil devic as a locat point devic use global posit system gps is a veri common thing nowaday the use of gps as a tool to determin the locat of cours has a shortag when use indoor therefor the use of indoor locationbas servic in a room that leverag the use of access point ap is veri import by use the inform of the receiv signal strength rss obtain from ap then the locat of the devic can be determin without the need to use gps this techniqu is call the locat fingerprint techniqu use the characterist of receiv rsss fingerprint then use it to determin the posit to get a more accur posit then author use the knearest neighbor knn method knn will use some of the data that obtain from some ap to assist in posit the devic this solut of cours would be abl to determin the posit of the devic in a stori build
547,the variety of planning and design solutions occasionally turns into an underpinning factor for the defects and maintenance issues in built forms defects and maintenance that emerges from deficient design indicate that the design has not been conceded in the perception of quality reviewing the nature of deficient designs and resulting maintenance problems in various types of built forms revealed that housing sector is most effective of this phenomenon the reason could be set as housing planning design and construction are a most practiced activity to address the living needs of the evergrowing world population this research considered that design quality of housing is severely affected in developing countries in this regard housing standards and bylaws plays a minor role to ensure the housing quality in developing regions however it is notable that in developing regions the majority of populations have easy access to mobile communication technology therefore it is possible to use mobile technology to educate the people about quality issues of housing and to help them to evaluate the quality of proposed or existing housing   at present the use of mobile technology has not only heightened the need for it knowledge but also extend the capabilities of many designersarchitects and builders hence there is a niche to develop an integrated hub that could appraise the function of each professional involved in housing processes this research has established a criterion that the mobile technology can help common people to understand the quality of househousing and to ascertain it the results of the research have surfaced a model of mobile application that could be used later to prepare the realtime mobile application to work as a “design quality assessment tool”,the varieti of plan and design solut occasion turn into an underpin factor for the defect and mainten issu in built form defect and mainten that emerg from defici design indic that the design has not been conced in the percept of qualiti review the natur of defici design and result mainten problem in various type of built form reveal that hous sector is most effect of this phenomenon the reason could be set as hous plan design and construct are a most practic activ to address the live need of the evergrow world popul this research consid that design qualiti of hous is sever affect in develop countri in this regard hous standard and bylaw play a minor role to ensur the hous qualiti in develop region howev it is notabl that in develop region the major of popul have easi access to mobil communic technolog therefor it is possibl to use mobil technolog to educ the peopl about qualiti issu of hous and to help them to evalu the qualiti of propos or exist housing   at present the use of mobil technolog has not onli heighten the need for it knowledg but also extend the capabl of mani designersarchitect and builder henc there is a nich to develop an integr hub that could apprais the function of each profession involv in hous process this research has establish a criterion that the mobil technolog can help common peopl to understand the qualiti of househ and to ascertain it the result of the research have surfac a model of mobil applic that could be use later to prepar the realtim mobil applic to work as a “design qualiti assess tool”
563,building contextaware mobile applications is one of the most ambitious areas of research such applications can change their behavior according to context or perform specific tasks in specific contexts regardless of the application all contextaware mobile applications share the need to retrieve and process context information this paper presents a context management tool for the android platform acm acm allows easy access to internal onboard mobile sensors and hardware features extracting corresponding raw data raw context is processed into higherlevel more humanreadable context that is provided seamlessly to the mobile applications different methods are used for this purpose including fuzzy classifiers since different mobiles have different sensors and hardware features acm can adapt to the mobile device by deactivating access to unavailable ones information regarding the available sensors and hardware features and their specifications can also be queried additionally applications can request notifications regarding context change or specific context values in addition to providing developers with supporting classes and methods acm is accompanied by an application that allows developers to examine its functionality and capabilities before using it the application can be also used to examine the readings of the different sensors in different situations and thus calibrate them as needed additionally it can be used to modify and personalize default interpretations of raw context values to highlevel ones acm has been tested empirically and the results show extreme interest of contextaware mobile application developers in its promising capabilities and that it is conducive to facilitating speeding up and triggering development of many more of such applications,build contextawar mobil applic is one of the most ambiti area of research such applic can chang their behavior accord to context or perform specif task in specif context regardless of the applic all contextawar mobil applic share the need to retriev and process context inform this paper present a context manag tool for the android platform acm acm allow easi access to intern onboard mobil sensor and hardwar featur extract correspond raw data raw context is process into higherlevel more humanread context that is provid seamless to the mobil applic differ method are use for this purpos includ fuzzi classifi sinc differ mobil have differ sensor and hardwar featur acm can adapt to the mobil devic by deactiv access to unavail one inform regard the avail sensor and hardwar featur and their specif can also be queri addit applic can request notif regard context chang or specif context valu in addit to provid develop with support class and method acm is accompani by an applic that allow develop to examin it function and capabl befor use it the applic can be also use to examin the read of the differ sensor in differ situat and thus calibr them as need addit it can be use to modifi and person default interpret of raw context valu to highlevel one acm has been test empir and the result show extrem interest of contextawar mobil applic develop in it promis capabl and that it is conduc to facilit speed up and trigger develop of mani more of such applic
564,in spite of the ultimate importance of procedural technical skills for most disciplines there is shortage in the number of corresponding intelligent tutoring systems itss this paper proposes a cloudbased contextaware mobile its of technical computer skills tsits tits is developed as a mobile application to be ubiquitously providing a valuable learning tool due to the nature of technical skills they require more complex itss relative to typical ones requiring for example demonstration videos that need considerable storage space accordingly tsits is developed using mobile cloud computing to benefit from the cloud resources and make up for limited mobile resources on the other hand effective multiple choice true and false and shortanswer questions can be delivered to the mobile this also has the advantage of facilitating maintenance of the data stores on the cloud tsits is contextaware delivering training material relevant to the topic the student is studying the skill the student is trying to acquire or the task the student is trying to accomplish each skill is accompanied by a short demonstration video and to facilitate searching for a relevant one keyword search is adopted personalized questions are delivered based on the skills of interest and the assessed student knowledge tsits can be adopted to other domains and extended to include advanced types of training material such as virtual reality vr immersive environments and interactive questions as they become available empirical evaluation of a prototype implementation of tsits shows its tutoring effectiveness,in spite of the ultim import of procedur technic skill for most disciplin there is shortag in the number of correspond intellig tutor system itss this paper propos a cloudbas contextawar mobil it of technic comput skill tsit tit is develop as a mobil applic to be ubiquit provid a valuabl learn tool due to the natur of technic skill they requir more complex itss relat to typic one requir for exampl demonstr video that need consider storag space accord tsit is develop use mobil cloud comput to benefit from the cloud resourc and make up for limit mobil resourc on the other hand effect multipl choic true and fals and shortansw question can be deliv to the mobil this also has the advantag of facilit mainten of the data store on the cloud tsit is contextawar deliv train materi relev to the topic the student is studi the skill the student is tri to acquir or the task the student is tri to accomplish each skill is accompani by a short demonstr video and to facilit search for a relev one keyword search is adopt person question are deliv base on the skill of interest and the assess student knowledg tsit can be adopt to other domain and extend to includ advanc type of train materi such as virtual realiti vr immers environ and interact question as they becom avail empir evalu of a prototyp implement of tsit show it tutor effect
567,cyber counselling or etherapy has widely been adopted as the new approach to give an insightful guidance into the clients in higher education he level this initiative seems to have rarely been involved due to some technical requirements and preparations this paper aims to present the approach of etherapy using mobile application design the finding illustrates that promoting this model application can theoretically assist the transmission process of counselling in the academic circumstance where both students and advisors may have a continuous engagement with more convenient quality in solving the issues surrounding the academic purposes the attainment of this paper is expected to contribute in enabling the process of academic counselling in the context of higher education he strengthening practical and relational value maintaining connection to facilitate the sensitive issues disclosure is expected to help students solve their academic issues such as reflecting the learning achievement,cyber counsel or etherapi has wide been adopt as the new approach to give an insight guidanc into the client in higher educ he level this initi seem to have rare been involv due to some technic requir and prepar this paper aim to present the approach of etherapi use mobil applic design the find illustr that promot this model applic can theoret assist the transmiss process of counsel in the academ circumst where both student and advisor may have a continu engag with more conveni qualiti in solv the issu surround the academ purpos the attain of this paper is expect to contribut in enabl the process of academ counsel in the context of higher educ he strengthen practic and relat valu maintain connect to facilit the sensit issu disclosur is expect to help student solv their academ issu such as reflect the learn achiev
571,nowadays pharmaceutical mobile applications are widely used several features and functionality play an important role to support the real needs of users especially in primary medication users behaviors in the modern world have changed where users may prefer to access drug information using search engines via the internet rather than consulting with professionals like pharmacists doctors or experts however the drug information that users retrieve from the internet sources may provide inaccurate incomplete or unreliable informationthe questions are can we decrease this phenomenon suppose that we are applying an application to a content provider which application functionalities are suitable for users and support their real needs can the application encourage users to gather drug information via the application instead of searching via the internet sites the proposed study aimed to develop a pharmacy assistant mobile application pama based on necessarily required features and functionalities which are designed and operate on the ios operation system the application performance has been tested and measured regarding the graphic user interface and the system acceptance levelthe experimental results have been reviewed and an issue has been found which needs to be considered as an important factor when developing a healthcare mobile application for the real uses,nowaday pharmaceut mobil applic are wide use sever featur and function play an import role to support the real need of user especi in primari medic user behavior in the modern world have chang where user may prefer to access drug inform use search engin via the internet rather than consult with profession like pharmacist doctor or expert howev the drug inform that user retriev from the internet sourc may provid inaccur incomplet or unreli informationth question are can we decreas this phenomenon suppos that we are appli an applic to a content provid which applic function are suitabl for user and support their real need can the applic encourag user to gather drug inform via the applic instead of search via the internet site the propos studi aim to develop a pharmaci assist mobil applic pama base on necessarili requir featur and function which are design and oper on the io oper system the applic perform has been test and measur regard the graphic user interfac and the system accept levelth experiment result have been review and an issu has been found which need to be consid as an import factor when develop a healthcar mobil applic for the real use
