,,0
901,2, computational thinking
901,3, coding
901,4, creativity
901,5, critical thinking
901,6, preschool education
901,7, primary education
902,0,chatbots
902,1, messenger
902,2, websites
902,3, natural language understanding
902,4, brand representation
903,0,mobile applications
903,1, dyslexia
903,2, screening
903,3, intervention
904,0,machine learning
904,1, deep learning
904,2, cybersecurity
904,3, applications
905,0,text messaging
905,1, mobile application
905,2, push notification
905,3, higher education
906,0,mobile application
906,1, android
906,2, civic education
907,0,technology
907,1, writing skills
907,2, esl/efl contexts
908,0,social media communication
908,1, social media marketing
908,2, thai hotels
908,3, smes
909,0,enterprise resource planning (erp)
909,1, decision-making
909,2, mobile store
910,0,- communication studies
910,1, hoax
910,2, blended learning
910,3, higher education
911,0,attendance system
911,1, crossing number
911,2, geospatial retrieval
911,3, mobile finger-print
911,4, pnpoly
912,0,heritage tourism
912,1, user-centred design
912,2, mobile guide service
913,0,keywords
913,1, nomophobia
913,2, mobile phone
913,3, psycho-loneliness
913,4, learning.
913,5,
914,0,mobile application
914,1, visually impaired
914,2, e-mailing
914,3, text-to-speech conversion
914,4, speech-to-text conversion
914,5, outdoor navigation
914,6, schedule management.
914,7,
915,0,(augmented reality (ar)
915,1, mobile learning application
915,2, hajj
915,3, children
915,4, early childhood education).
915,5,
916,0,handwritten arabic text
916,1, holistic recognition
916,2, local binary pattern
916,3, support vector machines
916,4, artificial neural network.
916,5,
917,0,iot
917,1, water quality monitoring
917,2, gsm
917,3, cloud
918,0,social media
918,1, comprehensiveness
918,2, online shopping intention
918,3, jordan
918,4, pharmacies
919,0,instant messaging
919,1, use of instant messaging for academic purpose
919,2, technology acceptance model.
919,3,
920,0,game genres
920,1, comparing game genres
920,2, evolution of game genres.
920,3,
921,0,customer classification
921,1, boosting
921,2, c4.5 decision tree
921,3, neural network
921,4, knn
922,0,distributed ledger technology
922,1, blockchain consensus algorithms
922,2, proof of work
923,0,mysql
923,1, independence characters
923,2, e-assessment
924,0,android game
924,1, colloids
924,2, chemistry
924,3, learning media
925,0,perceived usefulness
925,1, perceives ease of use
925,2, credibility
925,3, entertainment
925,4, informativeness
925,5, irritation
925,6, malaysia
926,0,mobile enterprise applications
926,1, text classification
926,2, user stories
927,0,bh1750
927,1, dht11
927,2, esp8266
927,3, street lighting system
928,0,multimodal interaction
928,1, speech recognition
928,2, gesture recognition
928,3, smartphone application
928,4, smart home.
928,5,
929,0,dyslexia
929,1, learning style
929,2, adaptivity
929,3, e-learning
929,4, learning style model
930,0,information technologies
930,1, appropriation
930,2, information systems
930,3, decision-making
930,4, bovine production system
930,5, system dynamics
930,6, serious video game.
930,7,
931,0,research competence
931,1, mobile education
931,2, ict
931,3, mobile technologies
931,4, students
932,0,ubiquitous learning
932,1, moodle
932,2, learning management system
932,3, instructional media
933,0,asynchronous learning
933,1, blended learning
933,2, e-learning
933,3, instructional sys-tem design
933,4, synchronous learning
934,0,oral english communication skills
934,1, learners problems
934,2, learners readiness
934,3, features of smartphones
934,4, english as a foreign language
935,0,autistic
935,1, video interaction
935,2, mobile devices
935,3, physical education class
936,0,facial recognition algorithms
936,1, openface
936,2, mobile facial recognitions
937,0,eportfolio
937,1, hiring tool
937,2, employability
937,3, educational technology
938,0,school attendance system
938,1, smart classroom
938,2, smart education
938,3, rfid tags
938,4, internet of things
939,0,keywordsـــــcomputational thinking skills
939,1, (steam) approach
939,2, algorithmic thinking
939,3, abstraction
939,4, decomposition
939,5, generalization
939,6, jordan.
939,7,
940,0,interactive mobile application
940,1, educational technology
940,2, literacy
940,3, primary education
940,4, reading and writing skills
941,0,tablet-based application
941,1, evidence based teachers perceptions and video-modelling
942,0,mobile education tool
942,1, demonstration
942,2, evaluation
942,3, design science research
942,4, cbe
942,5, tanzania
943,0,driver sleepiness
943,1, sleepiness detection
943,2, smartphone
943,3, facial landmark
943,4, extraction
943,5, real-time
943,6, eye aspect ratio
944,0,elderly
944,1, health care
944,2, intelligence walking stick
944,3, internet of things
945,0,electronic educational resource
945,1, mobile application
945,2, augmented reality
945,3, leap motion
945,4, unity3d
945,5, vuforia
945,6, physics
945,7, 
945,8,
946,0,digital competence
946,1, innovation
946,2, motivation
946,3, collaborative learning
947,0,perception
947,1, acceptance
947,2, padlet
947,3, microblogging
947,4, writing skills
948,0,ubiquitous learning
948,1, impaired media
948,2, camera sensor
948,3, multimedia
948,4, mobile apps
949,0,cara-oht
949,1, rate adaptation
949,2, collision-aware
949,3, optimal high throughput
949,4, 802.11s wmn
950,0,behavioural intentions
950,1, utaut
950,2, tablet
950,3, mobile learning
951,0,teaching and learning platform
951,1, technology integration
951,2, whatsapp group
952,0,cattle identification
952,1, sift
952,2, ransac
952,3, muzzle pattern
953,0,sdr
953,1, artificial intelligence
953,2, connectivity
953,3, and coverage area
954,0,app store optimization
954,1, google play
954,2, apple app store
954,3, mobile app store
954,4, aso
955,0,advertising
955,1, big data
955,2, communication
955,3, textile
955,4, retail
955,5, smart data
956,0,vanet
956,1, position-based routing
956,2, security
956,3, gpsr
956,4, diffie-hellman
956,5, h-mac.
956,6,
957,0,smartphone apps
957,1, push notifications
957,2, consumer acceptance
957,3, frequency
958,0,mobile data collection
958,1, comparison
958,2, odk
958,3, odk-x
958,4, kobotoolbox
958,5, pendragon forms.
958,6,
959,0,msw
959,1, iot
959,2, solid waste
959,3, gsm
959,4, arduino
959,5, rfid
960,0,lms schoology
960,1, classroom management
960,2, student perception
960,3, chemistry learning
961,0,client aware resource scalability cloudlet
961,1, mobile cloud computing
961,2, resource migration
961,3, scalable cloudlet.
961,4,
962,0,virtual learning
962,1, mooc
962,2, pancasila education
962,3, increasing score
963,0,mobile-nos model of learning
963,1, understanding of nature of science
963,2, conceptual understanding
963,3, scientific literacy
964,0,mobile instrument of capability
964,1, students capability development
964,2, capability as human development
965,0,online interactive
965,1, graph theory
965,2, creative problem solving
965,3, powtoon applications
965,4, kahoot application
966,0,research-teaching integration
966,1, technology adaptation
966,2, iot technology
967,0,transformation
967,1, the meaning  of  learning
967,2, millennial  generation
968,0,biotechnology
968,1, life-based learning
968,2, local wisdom
969,0,edu-kit
969,1, coffee
969,2, problem based learning
969,3, separation of mixture topic
969,4, vocational high school
970,0,online course
970,1, smart network security
971,0,augmented reality
971,1, fuel cell
971,2, energy conversion
972,0,augmented reality
972,1, electrolysis cell
972,2, guided inquiry
973,0,speaking
973,1, pronunciation
973,2, intelligibility
973,3, mobile assisted language learning
973,4, byod
974,0,health systems
974,1, mobile application
974,2, community health workers
974,3, user-centered design
975,0,agile development
975,1, agile methods
975,2, big data
975,3, coordination
975,4, cloud computing.
975,5,
976,0,pseudorandom reconstruction
976,1, radio communication device
976,2, overheat ability
976,3, frequency hopping
976,4, spread spectrum
977,0,computer-based screening tests
977,1, cognitive disorders
977,2, alzheimers
978,0,user experience
978,1, instagram
978,2, graphic design
979,0,mobile learning
979,1, higher education
979,2, m-learning success
979,3, students expectations modeling
979,4, mobility
980,0,mobile learning
980,1, m-learning
980,2, higher education
980,3, bibliometrics
980,4, data analysis
981,0,co-creation
981,1, digital
981,2, banking
981,3, adoption
981,4, south africa
982,0,design
982,1, human-computer interface
982,2, mobiles devices.
982,3,
983,0,learning attitudes
983,1, learning motivations
983,2, local wisdom forms
983,3, mar application
983,4, understanding of geometry concepts
984,0,dictionary
984,1, indonesian language
984,2, blind people
984,3, android
985,0,e-commerce
985,1, technology acceptance model
985,2, assessment
985,3, competence
985,4, e-commerce competency
986,0,boarding house
986,1, recommendation
986,2, mobile application
986,3, fuzzy topsis
987,0,multilayer perceptron (mlp)
987,1, activation function
987,2, semantic attack
987,3, phishing
988,0,inter-vehicular networks
988,1, autonomous
988,2, gossip algorithm
988,3, mobile inter-vehicular communication system
989,0,energy consumption
989,1, educational building
989,2, deep learning
989,3, lstm
989,4, prediction.
989,5,
990,0,e-learning
990,1, learning management systems
990,2, usability
991,0,anomaly detection
991,1, wireless sensor network
991,2, dos attack
991,3, opnet simulator
992,0,mechatronic system
992,1, lta-fw architecture
992,2, sensors
992,3, environmental monitor-ing
993,0,computer vision
993,1, traffic flow
993,2, intensity
993,3, congestion
993,4, virtual detection method
993,5, augmented reality (ar)
993,6, video analysis
994,0,java
994,1, mysql
994,2, threads
994,3, hibernate
994,4, jdbc
995,0,data stream mining
995,1, concept drift
995,2, concept drift detection
995,3, data stream classification.
995,4,
996,0,twitter
996,1, characteristics of influencers
996,2, entrepreneurial influencers
996,3, robust ranked list.
996,4,
997,0,dynamical systems
997,1, optimal control
997,2, self-organization
997,3, mathematical models
997,4, information and communication systems
997,5, buslaev networks
998,0,patraffic routing
998,1, geo-caching
998,2, off-line calculations
998,3, google maps
998,4, a* algorithm.
998,5,
999,0,php language
999,1, soap strategy
999,2, sakai system
999,3, moodle
999,4, web services
999,5, php soap technique
1000,0,long term evolution advanced (lte-a)
1000,1, heterogeneous network (hetnet)
1000,2, qos scheduling algorithms
1000,3, proportional fair (pf)
1000,4, root mean square (rms).
1000,5,
1001,0,ubiquitous sensors
1001,1, pedestrian dead-reckoning
1001,2, kalman filter
1001,3, gps.
1001,4,
1002,0,deep learning
1002,1, mobile interactive algorithms
1002,2, learning technologies
1002,3, e-learning for covid 19
1002,4, iccmit 2020
1003,0,augmented reality
1003,1, mobile application
1003,2, traditional indonesian food
1004,0,mobile systems
1004,1, augmented reality
1004,2, understanding mathematics
1004,3, geometry trans-formation
1005,0,sensor laboratory
1005,1, remote laboratory
1005,2, embedded systems
1005,3, iot
1005,4, industrial sensors and automation.
1005,5,
1006,0,routing protocols
1006,1, mobile ad hoc network
1006,2, energy efficiency
1007,0,digital sketching applications
1007,1, toy designs
1007,2, multi-cultures
1007,3, himavanta creatures
1007,4, and art and architectural content
1008,0,system usability scale (sus)
1008,1, website
1008,2, usability
1009,0,interactive teaching materials
1009,1, edmodo
1009,2, critical thinking skills
1010,0,manets
1010,1, mobile ad hoc cloud computing
1010,2, daas
1010,3, asaas
1010,4, ahcaas
1011,0,internet of things
1011,1, iot
1011,2, quality assurance
1011,3, model-based testing
1011,4, iso/iec 25000 quality model
1012,0,flipped classroom
1012,1, blended learning
1012,2, e-learning
1012,3, self-regulated
1013,0,mobile learning
1013,1, science process skills (kps)
1013,2, inquiry based science education (ibse)
1013,3,
1014,0,android malware detection
1014,1, machine learning models
1014,2, base learners
1014,3, ensemble learner
1014,4, reverse engineering
1015,0,augmented reality
1015,1, geometry objects
1015,2, mobile based
1015,3, spatial ability
1015,4, three-dimensional shape
1016,0,embedding and encryption
1016,1, exponential function
1016,2, information security technique
1016,3, wavelet transformer.
1016,4,
1017,0,smartphone market
1017,1, consumer attitudes
1017,2, adopter categories
1017,3, smartphone diffusion
1018,0,mobile learning
1018,1, topic modelling
1018,2, mobile devices
1018,3, latent dirichlet allocation
1019,0,virtual reality
1019,1, 3d visualization
1019,2, hybrid learning
1019,3, critical thinking skills
1019,4, laboratory
1020,0,manet
1020,1, routing
1020,2, route stability
1020,3, dsr
1021,0,library opencv
1021,1, citra segmentation
1021,2, android application
1021,3, technology smartphone
1022,0,technology-enhanced learning
1022,1, pendulum
1022,2, frequency domain
1022,3, exact solution
1022,4, fourier analysis
1022,5, numerical methods
1023,0,quality of experience
1023,1, mobile applications
1023,2, systematic mapping
1023,3, metrics
1023,4, tools
1024,0,consultation application
1024,1, online meet ups
1024,2, addressing academic difficulties
1024,3, virtual meeting
1025,0,icmls
1025,1, mobile laboratory
1025,2, vocational high school
1025,3, computer network engineering
1026,0,perceived convenience
1026,1, facilitation conditions
1026,2, social influence
1026,3, price value on the intention to the use an uber application
1027,0,wireless mesh network
1027,1, network capacity
1027,2, average message size
1027,3, routing
1027,4, net-work topology.
1027,5,
1028,0,academic and vocational guidance
1028,1, e-orientation
1028,2, machine learning
1028,3, automatic classification
1028,4, comparative study
1029,0,mobile control systems
1029,1, training complexes
1029,2, breathing apparatus simulator
1029,3, android
1030,0,communicative english
1030,1, english for the workplace
1030,2, mooc
1030,3, self-paced learning
1030,4, support staffs
1030,5, technology-enhanced language learning
1031,0,e-learning
1031,1, m-learning
1031,2, learning outcomes
1031,3, teaching tools
1031,4, higher educa-tion
1032,0,uses and gratification
1032,1, online
1032,2, marketplace
1032,3, motives
1033,0,mobile technologies
1033,1, e-learning
1033,2, mobile learning
1033,3, peer to peer
1033,4, collaborative learning
1033,5, android system
1034,0,virtual trainer
1034,1, augmented reality
1034,2, mobile
1034,3, electric lighting installation
1035,0,sentiment analysis
1035,1, unemployment
1035,2, technology
1035,3, machine learning
1035,4, natural language processing
1036,0,online reading
1036,1, reading
1036,2, dispositions and behaviors.
1036,3,
1037,0,mobapps
1037,1, mall model
1037,2, writing skill
1037,3, critical thinking skill
1038,0,social media
1038,1, english language skill
1038,2, english language learning media
1039,0,significantly
1039,1, increased car accidents
1039,2, pollution
1039,3, economic problems
1039,4, stls
1039,5, ir sensor
1040,0,mobile learning
1040,1, presentation display management
1040,2, socket programming
1040,3, web technologies
1041,0,efl
1041,1, english
1041,2, educational innovation
1041,3, immersion
1041,4, learning
1041,5, virtual reality
1042,0,learning media
1042,1, adhd
1042,2, christian education
1043,0,anxiety
1043,1, augmented reality
1043,2, elementary school
1043,3, mathematics learning
1043,4, story-books.
1043,5,
1044,0,learning management system
1044,1, blended learning
1044,2, claroline
1044,3, motivation
1045,0,mohesr
1045,1, n-tier
1045,2, ado. net
1045,3, ui
1045,4, bll
1045,5, dal
1045,6, sp
1045,7, addie.
1045,8,
1046,0,concept assessment
1046,1, concept game assessment
1046,2, sprt
1046,3, concept mastery.
1046,4,
1047,0,diagrams
1047,1, test instruments
1047,2, local wisdom
1047,3, multimedia learning modules
1047,4, representations
1048,0,m-government
1048,1, e-government
1048,2, technology acceptance
1048,3, success factors
1048,4, mobile network
1049,0,manet
1049,1, dsdv
1049,2, i-dsdv
1049,3, e-dsdv
1049,4, o-dsdv
1049,5, simulation
1049,6, network performance
1049,7, ns3
1050,0,higher education
1050,1, learning management system
1050,2, information and communication technology
1050,3, canvas
1051,0,mobile learning
1051,1, ubiquitous learning environments
1051,2, pedagogical
1052,0,interactive multimedia
1052,1, smash skills
1052,2, volleyball.
1052,3,
1053,0,bim-vr framework
1053,1, virtual reality
1053,2, engineering education
1054,0,e-service-learning
1054,1, online service learning
1054,2, technology integration
1055,0,technical and vocational education (tve)
1055,1, mobile learning (ml)
1055,2, upsi
1055,3, uthm.
1055,4,
1056,0,mobile attendance
1056,1, facial recognition
1056,2, identification
1056,3, attendance management.
1056,4,
1057,0,millimeter-wave
1057,1, beamforming
1057,2, massive mimo
1057,3, pso optimization
1058,0,mobile cloud
1058,1, lstm network
1058,2, glowworm swarm optimization algorithm
1058,3, load forecasting.
1058,4,
1059,0,mobile recommender system
1059,1, local knowledge
1059,2, gamification
1060,0,usability evaluation
1060,1, mobile device
1060,2, tracking application
1060,3, systematic literature review.
1060,4,
1061,0,instagram
1061,1, marketing communication
1061,2, promotion
1061,3, digital marketing.
1061,4,
1062,0,visually impaired people
1062,1, mobile application
1062,2, usability dimensions
1062,3, usability evaluation model.
1062,4,
1063,0,adiabatic logic
1063,1, full adder
1063,2, ecrl
1063,3, 2pascl
1063,4, ripple carry adder(rca)
1063,5, carry select adder(csla)
1063,6, carry save adder(csa)
1063,7, carry skip adder(csa)
1063,8, brent kung adder(bka).
1063,9,
1064,0,alzheimers disease
1064,1, dementia
1064,2, elderly
1064,3, game criteria
1064,4, game intervention
1064,5, memory disorder
1064,6, mobile psychotherapy games.
1064,7,
1065,0,news aggregator
1065,1, usability
1065,2, testing
1065,3, magazine
1065,4, evaluation method
1065,5, mobile application.
1065,6,
1066,0,computer vision
1066,1, inventory management
1066,2, object detection and tracking
1066,3, ransac
1066,4, sift.
1066,5,
1067,0,emoticon
1067,1, culture
1067,2, expert review
1067,3, human-computer interaction
1068,0,rfid
1068,1, indoor localization
1068,2, trilateration
1068,3, received signal strength.
1068,4,
1069,0, learning media graphic design
1069,1, practicality test
1069,2, test effectiveness
1069,3, an-droid technology
1070,0,e-learning
1070,1, moodle
1070,2, mathematics education
1070,3, higher-order thinking skills
1070,4, addie instructional model
1071,0,learning materials
1071,1, mechanical engineering students
1071,2, padlet
1072,0,mobile instant messaging
1072,1, parents-teacher communication
1072,2, mobile devices
1072,3, mobile communication
1073,0,technology
1073,1, consumers
1073,2, application
1073,3, brands
1073,4, mobile
1074,0,mobile video
1074,1, tiktok
1074,2, users and gratifications (u&g)
1074,3, user generated media (ugm)
1074,4, personality traits
1074,5, motivation
1075,0,authentication
1075,1, image processing
1075,2, wearable
1075,3, framework
1075,4, jni
1075,5, opencv
1075,6, personal identity
1075,7, smart phones
1076,0,marine tourism
1076,1, user experience design
1076,2, boat loaning
1077,0,handwriting recognition
1077,1, neural  networks
1077,2, internet of  things (iof).                           mobile
1078,0,decision support system
1078,1, supplier evaluation
1078,2, vikor
1079,0,mobile-government
1079,1, m-government
1079,2, content adaptation
1079,3, user context
1079,4, mediation
1079,5, cloud computing
1079,6, role base access control
1080,0,fashion
1080,1, facebook
1080,2, social networks
1080,3, social media
1080,4, internet
1080,5, corporate communication
1080,6, dialogue
1080,7, stakeholders
1080,8, content analysis
1081,0,rfid innovation
1081,1, internet of things
1081,2, future application
1081,3, shopping
1082,0,flash card
1082,1, story-based
1082,2, pictured flash card
1082,3, learning motivation
1082,4, learning achievement
1082,5, anxiety in learning english
1083,0,game
1083,1, hmsam
1083,2, martial arts
1083,3, pencak silat
1083,4, virtual reality
1084,0,internet of things (iot)
1084,1, smart garden
1084,2, iot application
1085,0,internet of things (iot)
1085,1, ifttt
1085,2, covid
1085,3, macrodroid
1086,0,design based research
1086,1, distance learning
1086,2, smart technology
1087,0,adoption of mobile learning
1087,1, covid pandemic 19
1087,2, online learning
1087,3, student inter-ests
1088,0,mobile phone
1088,1, tourism
1088,2, marketing
1088,3, smartphone apps.
1088,4,
1089,0,fuzzy set theory
1089,1, student performance
1089,2, online learning
1089,3, islamic fi-nance
1090,0,predictive analytic
1090,1, naïve bayes
1090,2, business intelligence
1090,3, human resource
1091,0,scholarship
1091,1, website based application
1091,2, teaching analytical hierarchy process
1091,3, decision support system
1092,0,air quality
1092,1, iot
1092,2, web
1092,3, measuring
1092,4, internet of things
1093,0,fibonacci
1093,1, junior high school student
1093,2, video based learning
1093,3, geometry sequence
1094,0,networked learning community
1094,1, 21st century learning
1094,2, multimedia industry
1094,3, live streaming media
1095,0,stem introduction
1095,1, innovative thinking
1095,2, mathematical achievement
1096,0,denoising
1096,1, multiwavelet
1096,2, thresholding
1096,3, soft thresholding
1097,0,measuring instruments
1097,1, sit up
1097,2, arduino
1097,3, ultrasonic sensors
1098,0,education
1098,1, early childhood education
1098,2, android
1099,0,network security
1099,1, wireless network security
1099,2, security in wireless environment
1100,0,iot
1100,1, surveillance
1100,2, raspberry pi
1100,3, sim  900 module
1101,0,e-rubrics
1101,1, android-based assessment
1101,2, online teaching
1101,3, peer assessment
1102,0,literature review
1102,1, mobile learning
1102,2, second language learning
1102,3, bibliometric analysis
1102,4, masll
1103,0,crop classification
1103,1, drone
1103,2, transfer learning
1103,3, smart farming
1104,0,cultural tourism management
1104,1, opinion data mining
1104,2, text mining
1104,3, tourist attraction
1104,4, tourist experience
1105,0,attitude
1105,1, brand
1105,2, trust
1105,3, behaviour intention
1105,4, digital marketing
1106,0,cpd
1106,1, mobile learning attitude
1106,2, academic achievement
1106,3, professional development
1106,4, ict
1106,5, teachers training
1106,6, mobile based training
1107,0,artificial intelligence
1107,1, responsive web
1107,2, mobile pohones
1107,3, letter cut
1107,4, variable font
1108,0,action level
1108,1, car driver
1108,2, finger gesture
1108,3, gestural interactions
1108,4, motivation level
1108,5, smartphone user interface
1109,0,virtual reality
1109,1, mobile learning
1109,2, social networking
1109,3, english language learning
1109,4, educational technologies
1109,5, saudi arabia
1109,6, covid-19
1109,7, 
1109,8,
1110,0,3d animation
1110,1, bibliometric analysis
1110,2, vosviewer
1110,3, harzings publish or perish
1110,4, scopus database
1111,0,artificial intelligence
1111,1, covid 19
1111,2, social distancing
1111,3, social distance using deep learning
1112,0,mobile app
1112,1, mobile learning
1112,2, online communication
1112,3, polite expressions
1112,4, 
1112,5,
1113,0,wireless sensor networks
1113,1, hierarchical protocols
1113,2, leach
1113,3, k-means
1113,4, clustering
1113,5, time slot
1113,6, ns2.34
1113,7, throughput
1114,0,e-learning
1114,1, enablers
1114,2, barriers
1114,3, tism
1114,4, fuzzy micmac
1115,0,surveillance videos
1115,1, videos analysis
1115,2, behaviors recognition
1115,3, anomaly detection
1115,4, neural networks.
1115,5,
1116,0,positions of visual elements
1116,1, instructional videos
1117,0,5g communication
1117,1, mm waves
1117,2, beam forming
1117,3, stand alone
1117,4, non stand alone
1118,0,user reviews
1118,1, sentiment analysis
1118,2, topic modeling
1118,3, visualisation
1119,0,geogebra
1119,1, transformation
1119,2, mathematical experiment
1119,3, episodes
1119,4, authority
1119,5, approach.
1119,6,
1120,0,children
1120,1, digital childrens rights
1120,2, digital literacy
1120,3, mobile application
1120,4, e-learning
1120,5, internet mediation
1121,0,artificial intelligence
1121,1, facial recognition
1121,2, feature extraction
1121,3, qnn
1121,4, pca. how to work with this template
1122,0,bibliometric
1122,1, digital learning
1122,2, mobile learning
1122,3, vosviewer
1123,0,programming language
1123,1, java programming language
1123,2, application
1123,3, e-learning
1124,0,3d content
1124,1, chaotic system
1124,2, 3d model.
1124,3,
1125,0,3d polygon mesh model
1125,1, vertices
1125,2, 3d lorenz chaotic map
1126,0,cap properties
1126,1, cloud computing
1126,2, data replication
1126,3, distributed systems
1126,4, pervasive information systems
1126,5, web services
1127,0,access control
1127,1, authentication
1127,2, password
1127,3, password strength
1128,0,mobile learning
1128,1, mobile apps
1128,2, sentiment analysis
1128,3, topic modeling
1128,4, user re-views
1129,0,push notifications
1129,1, mobile apps
1129,2, mobile push notifications
1129,3, design elements
1129,4, cramers v
1130,0,foreign languages
1130,1, english as a foreign language (efl)
1130,2, graduate education
1130,3, mobile assisted language learning (mall)
1130,4, mall technology
1130,5, mobile learning (m-learning)
1130,6, smartphone application
1131,0,learning analytics
1131,1, student performance prediction
1131,2, academic analytics
1131,3, machine learning
1132,0,brute force
1132,1, city tour
1132,2, genetic algorithm
1132,3, mobile application
1133,0,competitive approach
1133,1, covid-19 impact
1133,2, global mobile brand
1133,3, pandemic situation
1133,4, smartphone industry
1133,5, strategic implication
1134,0,iot
1134,1, lora
1134,2, lorawan
1134,3, energy efficiency
1134,4, node density
1135,0,emotion recognition
1135,1, user experience
1135,2, cloud localization
1135,3, mobile application
1135,4, location-based services.
1135,5,
1136,0,manet
1136,1, tcp
1136,2, aodv
1136,3, dsdv
1136,4, olsr
1136,5, fuzzy logic
1136,6, congestion
1136,7, cross-layer.
1136,8,
1137,0,internet of vehicles (iov)
1137,1, 4g/lte
1137,2, dsrc
1137,3, iot
1137,4, vehicular networks
1138,0,violence detection
1138,1, social networks
1138,2, sentiment analysis
1138,3, arabic lexicon
1138,4, feature extraction
1139,0,clustering
1139,1, cupcarbon
1139,2, iot
1139,3, wsn
1139,4, 5g
1140,0,smartphone sensors
1140,1, school lab
1140,2, byod
1140,3, physics experiments
1141,0,digital delegation application
1141,1, digital identity delegation
1141,2, thai national digital identity.
1141,3,
1142,0,attendance management system
1142,1, attendance records
1142,2, registration
1142,3, nfc
1142,4, qr code
1142,5, beacon
1142,6, smart-hadir app
1142,7, mobile app development
1143,0,m-learning
1143,1, e-learning
1143,2, game based learning
1143,3, mathematics
1143,4, neural networks
1143,5, social network analysis
1144,0,smartwatches
1144,1, user interfaces
1144,2, interaction
1144,3, usability
1144,4, universal design
1144,5, prototype
1145,0,adaptive mobile scaffold system (amss)
1145,1, cognitive style simplicity vs complexity (cssc)
1145,2, digital will-being (dwb)
1145,3,
1146,0,computational science
1146,1, computational competencies
1146,2, virtual learning environment
1146,3, 21st century
1147,0,manet-iot
1147,1, cloud
1147,2, edge computing
1148,0,design thinking
1148,1, graphic user interface
1148,2, application development
1148,3, pregnant
1149,0,augmented reality
1149,1, public services
1149,2, barriers. smart city
1150,0,smart collect
1150,1, mobile data
1150,2, odk-x
1150,3, data collection
1150,4, edge computing
1151,0,mobile technology
1151,1, collaborative
1151,2, problem solving
1152,0,internet of things iot
1152,1, covid-19
1152,2, health system
1152,3, monitoring device
1152,4, power consumption
1152,5, esp32
1152,6, raspberry pi
1152,7, mqtt
1153,0,augmented reality
1153,1, 3d objects
1153,2, distance learning
1153,3, vocational education
1153,4, education 4.0
1154,0,elementary school
1154,1, smartphones
1154,2, education
1154,3, mobile apps
1155,0,cloud-oriented approach
1155,1, connectivity
1155,2, mobile ad hoc networks
1155,3, network lifetime
1155,4, operational efficiency
1155,5, power-as-a-service
1156,0,data mining
1156,1, association rules
1156,2, fire accidents analysis
1156,3, data analysis
1156,4, data cleaning
1157,0,m-learning
1157,1, tam
1157,2, utaut
1157,3, diffusion of innovation
1157,4, higher education
1158,0,link prediction
1158,1, network analysis
1158,2, ensemble
1158,3, machine learning
1158,4, graph analy-sis
1158,5, voting techniques
1159,0,adaptive user interface
1159,1, spaced retrieval therapy (srt)
1159,2, elderly people
1159,3, alzheimers disease
1159,4, user model
1159,5, grounded-theory
1160,0,technology acceptance model
1160,1, tam
1160,2, m-learning
1160,3, vietnam
1160,4, high school
1161,0,heterogeneous network
1161,1, q-learning
1161,2, macrocell
1161,3, picocell
1161,4, interference
1162,0,augmented reality
1162,1, 3d
1162,2, computer networking devices
1162,3, system usability scale
1163,0,fog computing
1163,1, machine learning
1163,2, iot
1163,3, optimization
1164,0,internet of things
1164,1, iot
1164,2, prediction
1164,3, mbt
1164,4, quality assurance
1164,5, performance prediction.
1164,6,
1165,0,blended learning
1165,1, iot-based technology
1165,2, graduate students
1165,3, smartphone
1165,4, mobile application.
1165,5,
1166,0,reverse engineering
1166,1, security architecture
1166,2, security optimization
1166,3, software protection
1166,4, source code protection
1167,0,e-learning
1167,1, learning management system (lms)
1167,2, course management system (cms)
1167,3, online learning
1167,4, emerging technologies
1167,5, learning outcomes
1167,6, e-assessment
1167,7, student engagement.
1167,8,
1168,0,robot
1168,1, hypermedia
1168,2, scientific concepts
1168,3, science
1168,4, instruction
1169,0,blended learning
1169,1, ideas box
1169,2, motivation toward learning
1169,3, non-formal educa-tion
1169,4, culture promotion program for dropouts
1170,0,web-based animation video
1170,1, environmental education
1170,2, environmental awareness
1171,0,mobile applications
1171,1, mobile learning
1171,2, mobile multimedia
1171,3, streaming media
1171,4, usability
1171,5, video streaming server
1172,0,flashover
1172,1, smart grid
1172,2, transmission and distribution line
1172,3, iot
1173,0,augmented reality
1173,1, structure visualization
1173,2, markerless tracking
1174,0,human computer interaction
1174,1, mobile learning
1174,2, gender differences
1174,3, higher education
1175,0,communication networks
1175,1, multipath routing protocol
1175,2, dcell network simulation
1175,3, data transmission
1175,4, ns-3 program
1175,5, link failure
1175,6, rack problem
1176,0,distance learning
1176,1, covid-19 pandemic
1176,2, e-learning
1176,3, perceptions
1176,4, modeling
1176,5, competency
1177,0,adolescent depression
1177,1, adolescent motivation
1177,2, gamification
1177,3, model development
1177,4, human-computer interaction
1178,0,barrier gate system
1178,1, convolutional neural network
1178,2, face recognition
1178,3, iot
1179,0,mobile phones
1179,1, professor-student communication
1179,2, m-teaching and learning
1180,0,iso9241
1180,1, multi-platform
1180,2, usability attributes
1180,3, mobile usability
1180,4, usability evaluation
1181,0,reputation
1181,1, trust management
1181,2, recommendation.
1181,3,
1182,0,quality assurance
1182,1, apps
1182,2, user feedback
1182,3, architecture
1182,4, product improvement
1182,5, quality monitoring
1182,6, 
1182,7,
1183,0,post-secondary education
1183,1, mobile learning
1183,2, autonomous learning
1183,3, intelligent platforms
1184,0,covid-19
1184,1, smart devices
