,publishing_date,abstract
1018,2020-06-17,paper report map identifi topic mobil learn research mobil learn emerg paradigm educ context adopt educ institut grow rapid student alreadi use familiar public last ten year examin two approach employ identifi theme ie word cloud latent dirichlet alloc result show mobil learn research shift develop optim paradigm research benefici mobil learn literatur inform research practit mobil learn area term research topic trend therefor consid basi design mobil learn system futur
1019,2020-05-20,virtual realiti vr laboratori great potenti educ recogn technolog advanc facilit learn process develop high realist 3d visual use vr laboratori teach learn make possibl manipul object virtual scene manner similar real world virtual realiti laboratori develop enhanc student critic think skill research develop r method posttest design use research subject includ student enrol senior high school yogyakarta indonesia total 96 grade 10 student sampl divid three class name ec1 virtual realiti laboratori ec2 virtual realiti real laboratori cc real laboratori qualiti vr appli chemistri teacher find research reveal qualiti vr laboratori integr hybrid learn good categori result student critic think skill analyz use anova test found signif differ student critic think skill three class student took part learn use vr laboratori ec1 ec2 class better critic think skill compar cc class thus vr laboratori potenti use teachinglearn process
1020,2020-05-20,abstractth process find rout transmitt receiv node mobil adhoc network manet renew issu becom interest research type network grow expand dynam natur manet limit capabl wireless node term memori size batteri charg import obstacl rout pathfind process node research introduc new protocol base wellknown dsr protocol add mechan control rreq flood process aim reach stabl lifelong rout reduc overhead rout process caus link breakag node reduc overhead network flood rreq messag attempt find path propo mechan specif group select within devic adjac transmitt sent rreq devic select base stabil evalu criterion stabil criterion calcul base three weight factor speed node outdegr valu number adjac node number track store devic memori proport devic select automat chang adapt ensur expect throughput network achiev propo protocol test use simul result show asdsr prove enhanc rout stabil 013 decrea number delet rout 9 maintain expect packet deliveri ratio origin dsr 086
1021,2020-05-20,research present use smartphon technolog assist fisheri work specif design android applic util camera connect internet detect rgb imag object convert hsv gray scale paper androidba smartphon technolog use imag process method discuss digit tool provid fish detect result form length width weight use determin price fish applic creat use featur provid opencv librari produc binari imag three main challeng highlight applic design includ c qt use build user interfac contouract method use divid separ imag object background clever edg edg method use improv outlin appear object method implement android platform util smartphon camera identif tool applic make possibl provid mani benefit great benefit farm farmer hand creat technolog gap
1022,2020-05-20,pendulum analysi approxim small angl usual perform simpl harmon motion howev larg angl approxim conveni exact solut propo differ method paper present comparison two solut displac pendulum domain time frequenc solut jacobi ellipt function solut numer method dormandprinc result measur obtain mean physic prototyp design teach physic consid compar studi allow better understand phenomenon nonlinear pendulum student undergradu career physic wave well previous train cour analysi signal good exerci teach
1023,2020-05-20,context qualiti experi qoe enabl descript user percept perform particular applic servic mobil comput context import measur servic provid user sinc qoe make possibl improv make competit achiev user fidel turn import qoe mobil technolog increa due various factor affect applic run mobil devic object purpo studi identifi metric tool relev scientif communiti qoe analysi mobil applic method systemat map studi conduct result total 751 studi 33 select 13 metric 15 mobil qoe analysi tool identifi conclus exist mobil qoe analysi tool collect calcul metric automat combin object subject metric howev present limit approach make difficult carri integr analysi applic
1024,2020-05-20,research present develop onlin teachersstud consult applic need assess conduct determin subject activ respond prefer attitud toward facetofac onlin consult gather data treat use descript method vmodel use develop cycl java web servic sever web technolog instal comput i3 processor 4gb ddr iii ram 500gb hard drive tool util applic essenti studi abl develop altern tradit way meet student physic address academ difficulti curricular extracurricular need
1025,2020-05-20,focus research develop icml integr communic mobil laboratori simul form mobil laboratori innov vocat teacher student comput network engin produc develop r support industri partner order make teacher student vocat high school west java experi qualiti product prototyp develop accommod practic activ class x xii one integr packag server client function research conduct 2 year first year 2018 icml version 10 produc 20 produc second year product improv compet vocat student compet 40 industri revolut era charact artifici intellig big data evid increa averag compet test student 8513 8553 produc lowest initi skill averag 779 highest 894
1026,2020-05-20,today postmodern era phenomen growth use smartphon gps well internet given rise revolut busi world revolut focus conduct busi move usual mobil commerc applic studi sought determin impact perceiv conveni facilit condit social influenc price valu intent use uber applic quantit methodolog utili research concentr specif consum locat johannesburg area use nonprob conveni sampl selfadminist questionnair design base scale use previous studi statist data analysi procedur utili quantit studi descript statist correl analysi reliabl analysi structur equat model approach mean partial least squar structur equat model approach hypoth test result reveal intent use uber applic influenc signif posit perceiv conveni facilit condit social influenc price valu studi authent factor perceiv conveni facilit condit social influenc price valu instrument stimul intent use uber applic last base find studi limit discuss along recommend conclud remark
1027,2020-05-20,comput measur total capac data network remark difficult problem metric direct link avail bandwidth wireless internet thing iot devic network paper author studi perform metric associ capac traffic multihop wireless mesh network wmns dedic internet access assum time divi multipl access tdma focus simultan three key oper metric total network capac tnc total applic network capac tanc averag messag time also analyz paramet forward error correct fec acknowledg ack affect over network capac differ oper condit theoret network capac wmns paper explor draw attent number open research issu
1028,2020-05-20,academ vocat guidanc particular import issu today strong determin chanc success integr labor market becom increa difficult famili understood interest often concern orient child context import consid interest trade skill person student make right deci build strong career path paper deal problemat educ vocat guidanc provid compar studi result four machinelearn algorithm algorithm use automat classif school orient question four categori base john l holland theori riasec typolog result studi show neural network work better three algorithm term automat classif question sen model allow us automat generat question domain model serv practit research eorient research algorithm give us good result
1029,2020-05-20,current problem process train miner ensur mobil abil perform exerci simul also real condit mine therefor softwar hardwar platform train complex includ imit isol breath apparatus develop proper breath skill selfrescu also mobil control system allow carri learn process condit similar real increa usabl elimin wire data transfer interfac addit mobil control system simul monitor train state indic real time understand form wristband watch implement softwar hardwar system appropri structur function model develop includ pattern interact compon data transfer process process basi softwar hardwar implement mobil simul control system carri result appli develop mobil control various softwar hardwar platform
1030,2020-05-20,due rise digit era various industri demand employ profici communic english skill mani still par demand one solut provid communic english train employ especi support staff yet facetofac train mani limit overcom mobil learn due fact mobil learn access anytim anywh anyon massiv onlin open cour mooc one platform use curb issu paper aim identifi percept support staff toward use ìspeak english workplac mooc total 30 respond select purpo sampl survey 4point likert scale questionnair given main find show over support staff posit attitud toward use ìspeak nevertheless half unsur reliabl sourc avail cour howev find studi impli ìspeak could one train altern support staff improv increa communic abil futur research look design develop various modul communic english various mobil learn platform could cater differ level profici learner
1031,2020-05-20,recent mobil technolog consid effect way improv student skill posit think collabor communic well consid main part major innov mani elearn research area result 21 centuri requir skill develop address rise need higher educ caus shift paradigm tradit method teach mlearn research discuss effect use mobil learn techniqu improv learn outcom higher educ implement webba survey two questionnair questionnair distribut among 200 student second third level comput scienc depart communiti colleg colleg art scienc research explor studi elearn use mobil technolog identifi student percept accept mobil techniqu recogn qualiti mobil servic academ social purpo improv teach strategi learn perform higher educ organ outcom research would support evolut mlearn universitylevel caus shift tradit learn method merg mlearn methodolog learn manag system provid mobil learn servic student teacher time locat research studi show import result toward integr mobil technolog teach includ student posit percept facilit student concentr flexibl access mservic learn materi increa student skill use mobil technolog elearn
1032,2020-05-06,rapid develop technolog ea peopl mani thing shop pay bill transfer money studi intend discov consum motiv gratif use onlin marketplac websit use gratif theori ugt studi employ quantit method popul studi undergradu student busi economi faculti universita sumatera utara ever made purcha tokopediacom bukalapakcom accid purpo sampl util determin sampl total 66 respond method employ collect data survey questionnair valid reliabl test use spss 170 program test signif level ttest employ result elucid user got gratifi inform entertain social interact motiv meanwhil econom conveni motiv user gratif achiev differ gratif level tokopediacom bukalapakcom user discrep level motiv user gratif inform comfort entertain social interact econom dimen yield signif score
1033,2020-05-06,within recent year mobil technolog made major progress develop becom integr part daili life therefor big interest use mobil technolog educ process comprehen new technolog born call mobil learn mlearn main benefit technolog share three import dimen learn resourc name learn content learn collabor learn servic univ cour differ form collabor peer learn progress use order assist student meet assort learn outcom therefor use mobil technolog educ becom crucial topic research mobil phone first choic everyon communic research focus use smartphon learn resourc paper propo implement new mobil applic base peertop learn system name eachoth scenario usag appli student cour high school technolog fez estf aim work consist concept develop implement mobil applic base android system support collabor learn appli objectori model languag unifi model languag uml
1034,2020-05-06,virtual trainer mobil augment realiti ar base electr light instal technolog util substitut convent trainer modern virtualba trainer use virtual trainer electr light instal use anywh anytim help androidba smartphon devic use ar technolog technolog develop help user abl interact direct light instal compon virtual form design resembl actual form studi appli ar technolog learn aid call virtual trainer field electr light instal specif residenti run virtual trainer applic sever procedur must perform becam applic readi use result studi virtual trainer aid understand compon residenti electr light instal ar mobil technolog applic system simul 3d 1 phase electr light instal compon residenti home
1035,2020-05-06,mani differ studi progress analyz content creat user social media due influenc social rippl effect various content creat social media piec inform user sentiment social issu studi aim analyz peopl sentiment impact technolog employ advanc technolog build machin learn classifi classifi sentiment peopl get nervous depress even suicid due unemploy henc essenti explor relat new area research studi two main object 1 preprocess text collect twitter concern impact technolog employ analyz sentiment 2 evalu perform machin learn naïv bay nb classifi text achiev methodolog propo includ 1 data collect preprocess 2 analyz sentiment 3 build machin learn classifi 4 compar perform nb support vector machin svm nb svm achiev 8718 8205 accuraci respect studi found 65 peopl hold negat sentiment regard impact technolog employ technolog advanc henc peopl must acquir new skill minim effect structur unemploy
1036,2020-05-06,knowledg onlin read disposit base limit data optim aim paper find onlin read disposit might take place efl student read onlin materi achiev aim research mix method approach employ result emerg quantit data shown student tend show disposit reflect frequent disposit complianc quantit data five student interview order provid deep understand disposit new idea extract student respon like toward onlin read take place onlin read disposit altern onlin read disposit emerg result would provid overwhelm idea onlin read disposit pave way upcom studi
1037,2020-05-06,studi aim investig 1 preserv teacher use mobapp whatsapp udictionari email particip mobileassist languag learn mall view critic think abil teach write skill 2 effect mobileassist languag learn mall toward preserv teacher write skill relat critic think abil studi mix method use concurr emb strategi research involv qualit strategi quantit strategi kind data collect simultan studi conduct english languag educ depart fpbs ikip mataram indonesia 58 preserv teacher involv studi qualit data attain preserv teacher attend write class use observ sheet meanwhil quantit data gain experi design nonequiv controlgroup design group evalu use write test critic think test result show preserv teacher conduct discuss write learn activ done sever stage end preserv teacher abl creat complet descript text besid use mall model effect nonmobil learn improv preserv teacher write skill view critic think skill
1038,2020-05-06,one obstacl learn english languag foreign languag limit practic media social media mani content facil use practic english aim studi find student inten use englishlanguag social media content studi conduct quantit approach survey method among senior high school student jakarta indonesia data analysi show student inten use englishlanguag social media content low student percept english skill read write good student percept listen speak still low inten use englishlanguag social media content posit signif relat student percept abil speak english includ read write listen speak aspect henc social media need learn media learn english languag foreign languag indonesia
1039,2020-05-06,iraq number peopl vehicl grown signif howev increment vehicl number doesnt accomplish studi road intersect expan result traffic jam becam big problem led long wait time intersect increa car accid pollut econom problem solv problem smart traffic light system stls implement use arduino camera ir sensor overcom traffic jam problem kut citi – iraq
1040,2020-05-06,paper present applic help teacher identifi slow learner class similar system help slow learner cope fast learner peer specif evalu develop mobileba share present display manag assist teacher identifi student dont understand topic lectur furthermor system automat collect student attend allow learner interact learner ask question messag facil anonym classmat inform teacher discuss topic present current slide give time process item develop use open sourc technolog system run multipl platform includ android window issu ari test howev find reveal student teacher perceiv use system posit find advantag improv perform class
1041,2020-05-06,main object project evalu impact applic virtual realiti platform immersem empow innov tool learn english privat univ well evalu possibl futur implement privat univ medellín appli speak activ measur evalu level speak student level 1 3 pilot test use immer virtual realiti within themat unit current design depart foreign languag cultur find studi show immer vr platform like one ideal enhanc differ skill english foreign languag efl immer focus consid differ context think develop communic skill interact nativ speaker higher educ recommend given teacher student particip motiv implement contempl cost multipl advantag immer student second languag virtual environ
1042,2020-04-17,learn media scope adhd attent deficit hyperact disord children age 7 – 8 year studi aim educ learn media children adhd exist game dick carey instruct model use model develop engag step procedur approach achiev result go use design teach learn media bibl warrior adventur game research bring teach materi product access android applic use learn media sunday school children adhd abl learn christian educ easili android result field trial found fact test use instruct media abl facilit increa knowledg compet children special need adhd creat effect learn motiv student learn
1043,2020-04-17,mathemat essenti master student help student solv various problem daili life student anxious afraid take mathemat lesson augment realiti arassist storybook blend fantasi realiti develop see impact student mathemat anxieti studi aim determin effect arassist storybook student anxieti mathemat learn studi use quantit approach type research quasiexperi design pretestposttest control group design studi sampl includ 348 fourth grade student elementari school yogyakarta sampl techniqu use cluster random sampl techniqu independ ttest techniqu analyz data result show sig valu 2tail independ ttest 000 <005 thus state arassist storybook posit signif effect student mathemat learn anxieti
1044,2020-04-17,learn manag system lms learn process util comput inform technolog equip internet multimedia telecommun facil graphic audio video deliv materi interact instructor learner purpo studi develop blend learn use clarolin learn tool facilit student learn achiev object studi research use quantit approach collect data use pre post test questionnair sampl studi student econom islam consist two class total 50 student enrol studi result show differ averag pretest posttest score 2943720 ttest test ho pretest posttest give valu 3743720 degr freedom 49 pvalu twosid test 0000 smaller α 005 data approv statist hypothesi ho pretest posttest reject mean averag pretest posttest score signif differ find studi use recommend effect way learn teach use elearn improv student learn outcom higher educ implic research encourag teacher use elearn technolog facilit student technolog improv academ learn outcom
1045,2020-04-17,educ institut aim develop toward elearn creat interact environ use field govern institut ministri higher educ scientif research mohesr iraq countri middl east suffer weak use inform technolog general weak use elearn particular therefor iraqi mohesr dire need electron educ system solv problem experienc educ institutionsin paper develop strateg plan build elearn platform provid interact environ teacher student iraqi univ offer mani advantag overcom problem use tradit old educ work relat use multilay architectur build elearn platform standard design elearn platform iraqimohesr advantag layer layer creat aspnet program use ntier architectur function independ rest layer areus interfaceui busi access layerbaldata accesslayerd databasedb particular object affect rest layer perform layer
1046,2020-04-17,lot studi use tradit concept assess measur student learn achiev studi ad game element concept assess tri measur student learn achiev compar result tradit concept assess see differ tradit concept assess ad game element concept assess tradit concept assess use sprt method multiplecho measur student concept masteri studi use method present method concept game student wont feel bore tire assess studi observ student feedback concept masteri use game element display concept assess analyz use concept game assess shorten student test time improv student learn concept knowledg assess result show student use concept game assess know concept masteri immedi see process bar present life test time shorten student concept knowledg improv concept game assess student feedback show prefer concept game assess measur concept masteri concept game assess studi show ad game element concept assess improv student concept masteri shorten test time student took
1047,2020-04-17,research conduct determin feasibl instrument diagram repres test effect multimedia learn modul mlms integr local wisdom physic learn activ studi design use pretestposttest control group design research instrument consist test non test test instrument form five item arrang accord diagram repres indic name draw diagram compon perform mathemat calcul accord diagram explan nontest instrument questionnair studi test instrument valid test instrument carri use aiken v data analysi techniqu use general linear model glm signif level 005 test effect integr local wisdom mlms improv student diagram repres result show over item item declar valid aiken v score rang 088 092 integr local wisdom mlms effect use physic learn activ improv student diagram repres base mean differ md valu 54449
1048,2020-04-17,mobil inform communic technolog chang peopl busi benefit govern public servic time anyplac success failur mobil govern servic becom depend satisfi need expect citizen busi organ paper review anali exist empir studi examin mgovern accept develop countri new integr conceptu model examin import key factor may affect mgovern accept jordan user perspect propo empir test conduct use questionnair explor effect follow factor trust mobil channel trust govern perceiv use perceiv ea use relat advantag compat complex servic qualiti user satisfact behaviour intent use mgovern applic final justif propo integr model formul associ hypoth conduct
1049,2020-04-17,mobil adhoc network manet charact decentr control network mobil node rout forward data base rout inform without need rout devic type network node move unstructur environ node still fix move constant veloc move diver veloc thus need special protocol keep track network chang veloc chang among node destin sequenc distancevector dsdv rout protocol one popular proactiv rout protocol wireless network protocol good perform general high speed node congest network perform degrad quicklyin paper propo exten dsdv call diverseveloc dsdv address problem main idea modifi protocol includ node speed determin updat interv durat settl time evalu perform new protocol carri number simul scenario use network simul tool ns3 measur relev paramet packet deliveri ratio throughput endtoend delay rout overhead compar result origin dsdv new variant new protocol demonstr notic improv perform scenario measur perform metric outperform except averag delay perform new protocol modest
1050,2020-04-17,new learn educ method depend learn manag system lms use univ top educ univ world howev iraqi univ use tradit educ method classroom purpo studi examin benefit use lms higher educ studi show implement use modern educ techniqu engin colleg wasit univ paper show use modern educ tool class lead increa product student save time less effort instructor high accuraci exam result addit use lms system allow student obtain inform short time moreov system give student opportun interact instructor among find show benefit integr lms higher educ recommend institut implement
1051,2020-04-17,increa growth mobil technolog societi becom realiti outdoor learn one revolutionari develop modern age without huge infrastructur resourc studi focus area mobil learn year 2009 2018 area work done research mobil learn relat new platform learn mobil technolog penetr smartphon digit devic global increa short interv time scopus databa use find literatur keyword use search button mobil learn prisma diagram 2009 show subject social scienc area includ literatur articl review final 54 articl 20 citat review select analyz literatur find gap direct mobil learn literatur divid differ classif find result
1052,2020-04-17,smash skill techniqu done person hard swoop toward oppon produc number interact multimedia technolog expect guidelin athlet look variat model smash aim develop research produc interact multimedia volleyb play skill train model method use research develop research design borg gall approach use studi qualit quantit approach studi hope improv volleyb skill look interact multimedia volleyb play practic model studi conclud interact multimediaba volleyb skill play model use actual applic exerci
1053,2020-04-17,advanc inform technolog build inform model bim evolv fast play essenti role architectur engin construct owner oper aecoo industri univ play import role current bim transit construct project well embrac industri 40 research immer virtual realiti vr bim offer uniqu support environ user experi visual collect data model virtual realiti vr engin educ major breakthrough immer interact stereoscop 3d real time multisensori simul virtual explor synchron communic data analyt visual analysi – imposs without vr vr offer studentcentr learn environ promot activ collabor learn situat within simul realworld context
1054,2020-04-17,eserv learn servicelearn cour instruct andor servic occur onlin gain popular among educ transit onlin learn platform current studi present systemat review paper research involv inform communic technolog ict servicelearn project studi note grow use ict servicelearn project various purpo communic collabor data collect reflect instruct deliveri howev littl research anali student engag eserv learn environ futur research done investig effect applic technolog servicelearn cour especi attain attent digit nativ nowaday engag learner instead mere use technolog servicelearn cour
1055,2020-04-07,research conduct main examin differ among technic vocat educ tve student univ pendidikan sultan idri upsi univ tun hussein onn malaysia uthmon comput profici knowledg mobil learningml applic prefer attitud toward ml quantit research method via questionnair distribut 618 particip ttest analysi use obtainth differ among student univ via statist packag social scienc spss version 230 window result show differ found among student herebi ml vital lifelong learn access mobil devic avail everyon day made ml tool learn regardless time place among student today
1056,2020-04-07,attend mark classroom one method use track student presenc lectur convent method enforc shown vulner inaccur timeconsum especi larg classroom difficult identifi absent proxi attend base convent attend mark method order overcom challeng face convent method webba mobil attend system facial recognit featur propo incorpor exist mobil devic camera face recognit system allow attend system use classroom automat effici minor implement requir system prototyp receiv posit respon volunt test system replac convent attend mark
1057,2020-04-07,research put forth optim base analog beamform scheme millimeterwav mmwave massiv mimo system main aim optim combin analog precod combin matric purpo get nearoptim perform codebookba analog beamform transmit precod receiv combin serv purpo compen sever attenu mmwave signal exist tradit beamform scheme involv complex search best pair analog precod combin matric predefin codebook research solv problem use particl swarm optim pso find best combin precod combin matric among possibl pair object achiev nearoptim perform regard maximum achiev rate experi prove robust propo approach comparison benchmark consid
1058,2020-04-07,focus issu host load estim mobil cloud comput long short term memori network lstmis introduc appropri intric longterm arrang inform cloud condit heap determin calcul depend glowworm swarm optim lstm neural system propo specif build mobil cloud load forecast model use lstm neural network glowworm swarm optim algorithm gso use search optim lstm paramet base research analysi host load data mobil cloud comput data center final simul experi implement similar predict algorithm compar experi result show predict algorithm propo paper predict accuraci higher equiv predict algorithm
1059,2020-04-07,paper discuss uniqu busi model eateri recommend system base local knowledg use mobil platform busi model develop defin busi concept innov rural innov involv multipl entiti local eateri owner user search eateri innov highlight local knowledg crowdsourc particip local gamif activ includ mobil app achiev aim design scienc methodolog adapt studi consist 4 phase awar problem ii suggest iii evalu iv conclus propo busi model develop activ includ literatur review compar studi dan preliminari studi studi continu develop prototyp known makan@loc chatok m@lc app evalu app term usabl aspect result usabl test conclud app perceiv easi use also found propo busi model wellaccept user conclus hope studi demonstr potenti impact mobil eateri recommend system use local knowledg also provid capston busi research field tourism industri
1060,2020-04-07,recent year mobil found use sinc allow user perform task mobil context howev use come expen usabl devic context thus usabl becom import factor adopt mobil applic mobil track applic mobil health mobil learn often use peopl problem use mobil devic limit experi technolog critic mobil domain ensur success mobil applic despit studi review usabl evalu regrett systemat literatur review focus usabl evalu mobil track applic consequ studi research strive present result systemat literatur review slr involv use usabl evalu techniqu mobil track applic base three research question result indic three kind mobil track applic name inform track locat track inform locat track addit regard techniqu use evalu usabl experi studi regular use select studi final result shown characterist frequent exploit measur usabl mobil track applic effect effici use accur studi valuabl research need evalu usabl new mobil applic explor appropri method use evalu usabl indic requir purpo
1061,2020-04-07,paper focus manag digit market communic coff shop use instagram instagram applic offer great advantag quick cheap market communic tool particular promot product dissemin adverti brand awar previous studi highlight manag market communic via instagram strateg tool inform persuad remind consum offer howev limit number empir studi instagram market communic tool effici instagram applic manag digit market communic strategi custom therefor paper enlighten issu relat applic instagram market tool coff shop busi content analysi semistructur interview employ gain indepth knowledg owner market staff market consult experi manag digit market communic strategi find studi reveal instagram applic becom effect market communic tool dissemin promot messag custom quick way dan cost effici compar tradit media
1062,2020-04-07,usabl mobil applic import factor develop key develop success mobil applic usabl especi user specif need visual impair howev develop focus visual impair user moreov limit studi usabl evalu model mobil applic visual impair develop use modifi usabl evalu method enough use evalu mobil applic visual impair use general usabl evalu model therefor use method model difficult evalu use visual impair user studi conduct systemat literatur review slr identifi usabl dimen help mobil applic develop evalu evalu mobil applic user moder sever visual impair result show six dimen signif impact moder sever visual impair user satisfact use mobil applic dimen name effici effect satisfact error access understand
1063,2020-04-07,vlsi power optim main criteria portabl mobil applic develop impact system perform perform adder signif impact over perform digit system adiabat logic al new emerg research domain optim power vlsi circuit high switch activ discuss paper implement adder circuit various adiabat logic style full adder design review multiplex base hybrid full adder topolog design implement ecrl 2pascl al style moreov paper 32 bit adder rippl carri adder rca carri select adder csla carri save adder csa carri skip adder cska brent kung adder bka reali use propo ecrl 2pascl adiabat full adder adder implement simul use tanner eda tool 22nm technolog paramet like power area delay power delay product pdp adder observ differ oper frequenc suppli voltag 095 v load capacit 05 pf observ paramet compar exist adiabat full adder design conclud propo adiabat full adder advantag less power delay transistor count conclus ecrl full adder 31 faster equal pdp less area 2pascl full adder 1000mhz ecrl 32 bit carri save adder less delay among 32 bit adder 65 less pdp 2pascl adder conclud ecrl 32 bit carri save adder select implement circuit use portabl mobil applic
1064,2020-04-07,game wide use mani domain includ medic therapi purpo advanc technolog mobil psychotherapi game essenti role improv memori among elder patient number psychotherapi game develop elder memori disord howev one point develop game still question sinc lack game develop guid particular purpo design optimum design psychotherapi game empha user abl maximi effect game thus studi aim review literatur systemat identifi criteria mobil psychotherapi game specif memori disord achiev three databa use search literatur scopus web scienc acm digit librari search identifi 992 articl altogether69 paper remain select process 909 exclud due irrelev focus select process later refrain 16 articl anali synthesi select incorpor articl focus direct psychotherapi game memori disord elder patient concentr mobil devic result set import criteria differ theme design mobil psychotherapi game identifi signif featur psychotherapi game found major review articl criteria benefici form guidelin design develop mobil psychotherapi game memori disord patient
1065,2020-04-07,paper aim discuss journal network transform product circul news gate keep motiv set action interdepend ordinari peopl journalist organ advanc innov blog twitter facebook flipboard final analyz interact flipboard mobil app carri studi consist 13 particip uum sintok assign five task perform questionnair distribut gather experi app result studi show particip satisfi applic aesthet find complex featur provid applic perform various function frustrat use
1066,2020-04-07,object detect track one relev comput technolog relat comput vision imag process may mean detect object within frame classifi human anim vehicl build etc use algorithm may also detect refer object within differ frame differ angl differ scale etc applic object detect track numer secur field also use daili life applic especi develop enhanc busi manag inventori stock manag one applic consid import process wareh storag busi allow stock stock product control stockout situat howev serious issu detriment bottom line busi caus increa risk lost sale well lead reduc custom satisfact lower loyalti level note smart solut stockout detect wareh propo paper autom process use inventori manag softwar propo method machin learn base realtim notif system use excit scale invari featur transform featur detector sift random sampl consensus ransac algorithm consequ compar studi show over good perform system achiev 100 detect accuraci featur rich model 90 detect accuraci featur poor model indic viabil propo solut
1067,2020-04-07,usag emoticon computermedi communic grow rapid among user especi social media emoticon use express feel emot gestur action place despit grow number emoticon user around world studi cultur element emoticon still lack research aim propo model develop culturicon culturalba emoticon verif process must done propo model ensur model well verifi expert review method use verif method expert field humancomput interact user experi cultur studi especi academician chosen addit applic develop graphic design also chosen expert industri expert approach email perform verif answer onlin questionnair provid result obtain expert analyz amend made base comment suggest result show 91 expert agr connect flow compon propo model logic readabl expert verif import ensur model develop correct model aid design develop design mean effect culturicon
1068,2020-04-07,radio frequenc identif rfid inform exchang technolog base rf communic provid solut track local mobil object indoor environ local mobil object indoor environ garner signif attent due varieti applic need higher degr local accuraci rssbase local techniqu major tool track applic due simplic paper trilat method indoor local propo method provid solut drone track problem collect rss valu rfid tag drone reader estim locat local method implement matlab multipl reader 4 rfid reader 8 rfid reader perform local method also compar rfid local previous report literatur simul result case 8 rfid reader demonstr accur result 4 rfid reader minim local error 084606 040079m result also indic improv local perform track tag drone indoor environ 428 8rfid reader place local area
1069,2020-03-12,base preliminari observ implement graphic design learn indic limit use print modul media lectur method guid practic yet use media android technolog studi aim 1 generat practic learn media graphic design base android technolog 2 produc learn media graphic design base effect android technolog research research develop studi use studi design develop 4d develop model consist four main stage name defin definit design design develop develop dissemin deploy base practic test practic test valu 85 effect test learn media androidba graphic design show effect result also shown signif level 0000 <005 mean signif differ student learn outcom given androidba media pretest learn outcom student given androidba media posttest informat engin educ studi program faculti engin state univ padang
1070,2020-03-12,21st centuri teach learn strategi relat various method use includ use appropri tool latest technolog develop help student understand clear content subject therefor need 21st centuri teach focus develop student higherord think skill increa urgent studi aim develop mathemat learn media base elearn use moodl modular objectori dynam learn environ softwar geometri flat side subject improv higherord think skill among secondari school student analysi studi base addi instruct model analysi design develop implement evalu respond studi three lectur expert field mathemat educ three teacher field inform technolog 70 secondari school student yogyakarta indonesia select use purpo sampl method find studi shown mathemat learn media base elearn use moodl suitabl encourag student use mind understand interpret analyz manipul inform find possibl solut various problem especi relat geometri flat side subject besid base mathemat learn media base elearn use moodl abl encourag student think generat new idea focus activ throughout teach learn activ result studi expect one teach tool help learn activ catalyst improv qualiti student think
1071,2020-03-12,due emerg english specif purpo nowaday english learn materi student becom need peopl mechan engin graduat expect english abil compet job profess reason import develop english learn materi base need mechan engin student aim research develop appropri english learn materi student mechan engin student use padlet padlet webba interact applic use communic among student research conduct use research develop method involv preliminari stage collect inform plan develop product expert valid research result feasibl use base valid step 80 categor good product research six unit english learn materi form spoken written text well grammar explan activ encourag student activ particip classroom discuss involv solv task research expect give contribut english learn especi english mechan engin student
1072,2020-03-12,communic teacher parent essenti foster parent involv school relat activ purpo studi evalu effect mobil instant messag parentteach communic enhanc twoway communic parent teacher particular research examin barrier parent involv investig relationship use mobil instant messag parentteach communic well famili differ socioeconom educ background addit studi also evalu parent attitud percept toward use mobil instant messag communic teacher respond studi 251 parent differ background studi employ mixmethod research design involv quantit qualit data find reveal time constraint primari reason parent involv school relat activ studi result also indic relationship famili socioeconom background use mobil instant messag parentteach communic howev find show signif relationship parent educ background use mobil instant messag parentsteach communic moreov studi also found recept attitud among parent toward mobil base communic teacher school
1073,2020-03-12,purpo studi conduct empir research adopt technolog accept model investig consum intent toward accept brand mobil applic south africa studi quantit natur 255 particip utili data collect anali data structur equat model approach use spss 24 amo 24 conduct key find perceiv use mobil phone applic enjoy direct signif impact consum attitud toward adopt mobil applic implic key find mobil applic adopt south africa market find best possibl way make mobil applic user friend conveni whether commerc entertain purpo
1074,2020-03-12,internet user increa becom selfpublish consum appli use gratif ug perspect studi investig peopl use tiktok term consum particip produc behavior examin role person trait user motiv predictor integr usag behavior onlin survey conduct recruit 385 tiktok user use onlin network sampl techniqu find suggest user motiv person trait signif influenc tiktok use result show user motiv – name archiv selfexpress social interact peek – signif predictor tiktok usag behavior differ level influenc studi contribut theoret empir understand media use usergen media ugm context
1075,2020-03-12,rapid use android os mobil devic relat product face recognit technolog essenti featur mobil devic strong person ident authent paper propo android base softwar develop framework realtim face detect recognit use opencv librari applic sever mobil applic initi gaussian smooth grayscal transform algorithm appli preprocess sourc imag haarlik featur match method use describ characterist oper obtain face characterist valu final normal method use match recognit face databa achiev face recognit android platform jni java nativ interfac use call local open cv propo system test realtim two differ brand smart phone result averag success rate devic face detect recognit 95 80 respect
1076,2020-03-12,boat loan marin tourism indonesia signif impact continu tourism activ nautic tourism destin indonesia use ship mean transport cannot separ tourism activ problem lack inform avail exampl event inform destin access boat loan make difficult tourist abl enjoy marin tourism therefor use studi design prototyp mobil applic help overcom problem limit inform access marin tourism transport abl answer need tourist regard tourist inform use user experi design system user experi method appli applic design test obtain develop aspect ship transport order applic accord user need result studi prototyp design base user experi final result show 875 respon agr prototyp design studi appli method boat loan utili cooper agent ship provid provid ea access inform marin tourism transport prospect tourist
