paper_name,keywords_name,publishing_date,abstract,abstract2
"
			The Use of Social Media Platforms as a Collaborative Supporting Tool: A Preliminary Assessment
					",",											Social media platforms, 											collaborative learning, 											collaborative supporting tool, 											tertiary level student.									,","2021-03-30,","Presently, social media platforms hold an excellent reputation as the closest subject and most comfortable interaction zone inside the learner's heart which makes it the most influential learning tool. However, the evaluation of the social media platforms usage based on student's choices primarily as their collaborative learning supporting tool is still in the small-scale study. Meanwhile, majority of the studies reported so far, focusing more on the usage of a particular type popular or famous social media platforms (e.g., Facebook, YouTube, Twitter and so on) as the collaborative supporting tool. This paper attempt to assess the use of overall social media platforms based on student choices, notably for supporting their collaborative learning activities. A questionnaire survey used for data collection from two universities in two countries. Findings showed that both of the universities’ students have actively utilised their social media platforms as their collaborative supporting tool with 'four times and more' usage over a week, where it is already part of their daily lives. Another result also revealed the students spent their time using social media platforms at least for an hour' in a week as their collaborative supporting tool. Conclusively, it implies that social media platforms are still relevant enough and play an indispensable part in supporting the learning process mainly, for collaborative activity context.,",",					,,,					,,,				,"
"
			Security Issues in the Use of Mobile Educational Apps: A Review
					",",											Mobile apps, 											mobile devices, 											educational apps, 											security issues									,","2021-03-30,","Although, there are several literatures pertaining to the security issues in the use of mobile apps, these literatures do not sufficiently address issues about the security challenges in the use of mobile educational app. Hence, this work attempts to review the available literatures with the aim of capturing the security issues in the use of mobile educational apps. To achieve the stated research goal, the study applied systematic literature review methodology. Sixty four (64) papers in the area of security issues in the use of mobile educational apps were downloaded. Out of these papers, twenty one (21) most relevant studies were selected for review in order to extract the appropriate information needed for the analysis. The results from the review reveals the scarcity of appropriate literatures on security issues in the use of mobile educational apps and that these issues are a thing of concern, and needed to be looked into in this ever growing world of technologies. However, most of the studies, taken single handedly reviewed lack of comprehensive framework to demonstrate the security challenges in the use of mobile educational apps. Thus, the results from this paper provide additional knowledge to the users of mobile apps as a whole; students in their usage of mobile educational apps and the research community on the current security challenges in the use of mobile educational apps.,",",					,,,					,,,				,"
"
			C19-SmartQ: Applying Real-Time Multi-Organization Queuing Management System Using Predictive Model to Maintain Social Distancing
					",",											COVID-19, 											queuing process, 											queue management system, 											predictive model, 											social distancing									,","2021-03-30,","COVID-19 is a pandemic crisis that has introduced new norm to the world where we are not encouraged to be in 3C areas, namely crowded place, confined space, and close conservation. We must also ensure that we are at least one meter apart from one another at all time even while queuing. The queuing process can be seen at any organization that offer services. Adhering to the new norm can be a challenge for organization such as banks, hospitals, and government offices when the number of clients waiting in queue increases while in confined space.  On the client’s side, they must go through the queue process of obtaining a queue number ticket and then wait to be served in confined and sometimes crowded space every time they require a service.  Thequeue process will be repeated at different premise. This study proposes real-time multi-organizationsC19-SmartQ system which use predictive modelling to generate single or consecutive queue number tickets for any client requiring services from two different organizations located within the same building.  C19-SmartQsystemmanages queues thus administer social distancing and streamline queues to reduce waiting periods and improve service efficiency. To ensure operability of C19-SmartQ system, itwas tested on the functionality and web server speed performance. The web server speed performance results show that data transfer and web loading were stable since there was only an increase of 0.2 seconds or 0.08% as the number of users per session increases. In the future, the system can be designed to accommodate queuing for more organizations located within the same building.  Machine learning can also be integrated in the system to improve the predictive modelling based on current environment at each organization.,",",					,,,					,,,				,"
"
			User Acceptance of ‘Let’s Talk Now’ Mobile App for Dysarthric Children
					",",											Dysarthria, 											Let’s Talk Now, 											mobile app, 											children, 											early intervention, 											speech, 											communication, 											multimedia									,","2021-03-30,","Dysarthria is a neurological disorder that damages of motor speech articulation.Young children who suffered from this disorder have no problem with their cognition, but they have difficulties to speak out their words. They could not have an accurate and smooth communication with their family and friends due to this disorder. Therefore, the purpose of this study is to investigate the user acceptance of an interactive speaking tool in the form of a mobile application named 'Let's Talk Now' which was designed with redundant multimedia elements for the use of dysarthric children aged 3 to 7 years old. This mobile appwas designed and developed as an early intervention to help the dysarthric who are facing problem to communicate and enable them to be understood by others. It focuses on daily usable conversation terms for family, greeting and expressions, places, ordering food and beverages, activities and asking for help. This study involved 15 respondents who are related to dysarthria namely therapists, parents, and teacher of dysarthric children. The 'Let's Talk Now' mobile app’s acceptance was evaluated using the USE (Usefulness, Satisfaction and Ease of Use) Questionnaire (Lund, 2001) which was used to measure its user acceptance. The findings described that all of the respondents agreed that the 'Let's Talk Now' mobile app is usable and suitable in helping the communication between dysarthric children and people.,",",					,,,					,,,				,"
"
			Digital Healthy Lifestyle Application for UUM Computer User
					",",											Digital application, 											healthy lifestyle, 											UUM Community									,","2021-03-30,",,",					,,,					A computer is a vital tool for UUM community in doing routine jobs and activities. Spending many hours using a computer without breaks can cause bad effect on users’ health. Inappropriate computer use can cause muscle and joint pain, overuse injuries of the shoulder, arm, wrist or hand, and eyestrain. Fortunately, this pain and misery can be avoided with only a few simple routines. Therefore, a short break from using a computer is necessary. The break could be filled with a short and simple exercise. Physical exercise can provide many benefits to individual and organization. Besides improving the productivity of the organization, physical exercise also can help staff and students to be more focused, stay alert, feel motivated, energetic, and have less stress. In response to this, this paper introduces a digital health application to create health awareness among the UUM community. The methods employed in the study are a preliminary investigation, requirement gathering and analysis, prototype development, and prototype validation. From the requirement analysis phase, 11 criteria were gathered and applied in designing the Digital Healthy Lifestyle Application prototype. Then it was validated by the content and user interface experts. The experts responded positively towards the application.,,				,"
"
			User Experience on BM Year 2 Mobile-based Learning Application for Alpha Generation
					",",											Children Computer Interaction, 											Interaction Design, 											Mobile-based Learning Application, 											User -Centered Design Approach, 											User Experience, 											Alpha Generation									,","2021-03-30,","This paper reports the ongoing project related to the development of mobile-based learning application particularly for Alpha Generations who studies in international school. Due to the advancement of digital technologies, Alpha Generations tend to interact with mobile device compared to conventional environment as they were born in the century of digital age. This includes their learning activities. In Malaysia, expert in language literacy particularly Malay language is compulsory for all including foreigner students who learn in international school. As the mobile-based learning application could provide attractive and interactive interaction compared to conventional teaching method, providing children with additional mobile-based learning tool could facilitates them to have their own active learning experience. This study found that this is the research gap that should be fill in to ensure children in international school able to literate in Malay Language similar to mainstream student. Therefore, mobile-based learning application called BM Year 2 has been developed and evaluated. The proposed application also has been discussed in the previous paper which involves expert evaluation. To ensure the proposed application could fulfill the actual users’ needs, user experience testing has been carried out and discusses in this paper.They are tested in terms of layout and design, functionality, and user’s satisfaction. A set of questionnaires has been set up and distributed to the actual users upon they use the proposed mobile-based learning application BM Year 2. Overall, the empirical findings found that theBM Year 2 able to evokepositive learning experience to the actual users.  ,",",					,,,					,,,				,"
"
			Road Safety Education Courseware: A Study of Satisfaction and Learning Performance among Primary School Students in Malaysia
					",",											Road Safety Education, 											ROSE courseware, 											Multimedia, 											Augmented Reality, 											Virtual Reality									,","2021-03-30,","There is a significant increase in road accident statistics in Malaysia and this reflects the culture formed among users related to road safety. In developing a positive road safety culture, road safety education should be introduced from an early age. The effort by the Ministry of Education Malaysia in implementing road safety education in primary schools since 2007 is a wise move towards the formation of that culture. As the road system becomes busier and more complex, children need to be educated with sufficient knowledge and skills to cope with increasingly challenging road situations. This paper introduced the ROSE courseware which incorporates multimedia, AR and VR technologies for the purpose of assisting teachers and students to understand and acquire skills related to road safety. A study was conducted among 30 primary school students in using the ROSE courseware for road safety education. The study provides an insight into the relationship between perceived ease of use, perceived usefulness, and enjoyment and students’ satisfaction in using the ROSE courseware utilising Pearson correlation and regression analyses.  Regression analysis resultsindicate the significant relationships between perceived usefulness and enjoyment and students’ satisfaction in using the ROSE courseware. However, the relationship between perceived ease of use and satisfaction is notsignificant.Using paired sample t-test, this study also looked at the students' learning performance due to the intervention of the ROSE courseware for RSE.  The outcomes showed that the mean scoredifference between the pre-test and post-test is significant. By using the ROSE courseware, thestudents gained significantly higher level of road safety knowledge which indicates that the learning performance among the participants has been enhanced through the implementation of the ROSE courseware.,",",					,,,					,,,				,"
"
			Prototyping and Usability Evaluation of Road Safety Education Courseware for Primary Schools in Malaysia
					",",											Road Safety Education, 											Virtual Environment, 											Augmented Reality, 											Multimedia, 											Prototyping, 											Usability									,","2021-03-30,","The increasing number of road accidents and deaths among children in Malaysia is a concern. One of the main causes stems from lack of knowledge and skills in dealing with the complexity and condition of the road system. Recognizing the significance of road safety among students, road safety education has been introduced to primary schoolsby the Ministry of Education in 2008. Initially it was blended into the Malay language subject with the goal to equip the children withthe knowledge and skills about road safety.However, road safety teaching and learning still uses the conventional methods without the use of specialized tools. This paper introduces ROSE courseware, a specialized learning tool developed to meet the needs of the Malaysian primary school curriculum for road safety education. Its learning environment is a blend of virtual reality, augmented reality and interactive multimedia, which enables children to understand and acquire skills related to road safety through interactive, real-time and immersive learning tool. In order to receive the children’s feedbacks pertaining to their experience in interacting with the ROSE courseware, a usability evaluation was conducted. The results show that the children strongly agreed on the usefulness, information quality and interface quality of the ROSE courseware.,",",					,,,					,,,				,"
"
			Modelling the Impact of Mobile Application Adoption on the Taxi Demand: An Application of a System Dynamics Approach
					",",											Taxi service, 											E-hailing service, 											System Dynamics, 											Mobile Application, 											Mode share									,","2021-03-30,","The improvement of technology brings a significant impact on transportation industries. The taxi industry has undergone tremendous changes with the existent of e-hailing service in the industry. Due to the introduction of mobile applications, e-hailing service takes part to compete in the market. The government has given priority to overcome the problem by introducing travel demand strategies that focus on mitigating the demand competition between the taxi and e-hailing services. One of the strategies is the adoption of a mobile application in taxi service. This paper aims to develop a system dynamics model to analyse mobile application adoption’s impact on customers’ demand on the mode share of taxi and e-hailing services as a measured output. System dynamics is a decision-experimentation method that creates a learning environment in which policymakers gain a better understanding of how the system will respond to their decisions and the potential unintended consequences of decisions. With the developed SD model, the feedback relations between mobile application adoptions on the output of taxi demand can be observed. Furthermore, the demand competition between the taxi and e-hailing services can be minimised using this SD model. The result shows that, by implementing the usage of the mobile application in taxi services, more users will be attracted to use the taxi service. With that service option, users will shift their attraction from e-hailing to taxi service, which is then able to minimise the demand competition. This research can benefit policymakers and authorities in the department of transportation to serve as a planning tool so that the demand of taxi and e-hailing services in Malaysia with the adoption of mobile application in taxi service can be predicted.,",",					,,,					,,,				,"
"
			An Instrumental Assessment of Touch'n Go eWallet  Mobile App
					",",											eWallet app, 											instrumental assessment, 											mobile application, 											touch ‘n go, 											usability test.									,","2021-03-30,","This study assessed the instrumentality of Touch ’n Go eWallet mobile app at selected areas in University Malaysia Perlis (UniMAP) and Politeknik Tuanku Syed Sirajuddin (PTSS) Perlis, Malaysia, in July and August 2019. Fifteen staff from the two institutions was selected as participants. The purpose of the test was to assess the usability of the app and get user feedback to improve the instrumental quality of the application in order to meet user satisfaction and their experience. This report contains the participants’ feedbacks, task completion rates, ease or difficulty of task completion, time on task, errors, and recommendations for improvements. This study used 4 tasks to assess the instrumental quality of Touch ‘n Go eWallet mobile app. Overall, the outcome of the study revealed that the app is generally usable and instrumental to assisting users accomplish their electronic wallet goals. There is however some observed issues in the app that require fixing to enhance the instrumental quality of app.,",",					,,,					,,,				,"
"
			Students’ Voices Towards Online Debate Through WhatsApp as Alternative Media to Enhance Critical Thinking Skills During Covid-19 Pandemic
					",",											students’ voices, 											online debate, 											critical thinking skills, 											covid-19 pandemic									,","2021-03-16,",,",					,,,					This study aims to find out students’ voices towards online debate through WhatsApp as alternative media to enhance critical thinking skills during Covid-19 pandemic. Sixteen undergraduate students participated in online debate for ten sessions throughout one whole semester. At the end of the research, eight students volunteered to participate in semi-structured interviews. The interviews were conducted to find out the participants’ voices about the online debate. The research findings reveal the participants believe that critical thinking skills are important to be mastered. Furthermore, the respondents believe that the online debate is good learning media to help them improve their critical thinking skills during this Covid-19 pandemic. The activity provides flexibility in terms of time and place. Other advantages, as claimed by the participants, include reducing students’ anxiety, improving teamwork skills, and improving persuasion skills. However, some barriers were also found based on the participants’ responses. The participants are concerned with the issue of being distracted, tendency to copy and paste, unstable network, and limited time.,,				,"
"
			Social Media for New Product Launch: A Study of Social Media Platforms Across the RACE Planning Framework
					",",											Social Media, 											RACE Planning framework, 											Launch phase, 											New Product    Development (NPD), 											Digital Marketing									,","2021-03-16,",,",					,,,					The world of marketing communication has been transformed completely by the presence of the internet and internet-enabled platforms. Today, the internet and related platform are home to massive amounts of human dialogues. Human interaction has changed drastically because of the presence of a wide variety of web-based platforms and the proliferation of media. Social Media- a Web 2.0 enabled platform has become an integral part of human life. Also, businesses have started actively participating in these platforms as they have found their users spending a substantial amount of time on these platforms. Thus, social media has become a part of digital marketing which involves the use of a wide variety of digital technologies and digital media to connect to the audience. The RACE i.e. the Reach Act Convert Engage digital marketing framework is a popular infographic, introduced to aid marketers to plan and manage the digital marketing related activities in a more organized manner. The present study aims at exploring the usage of social media at the launch or the commercialization phase of new product development. To fulfill this objective the study uses the RACE digital Planning framework. The study also aims at highlighting the most popular alternatives of social media in each category of the RACE Planning framework in the launch phase of NPD.,,				,"
"
			Application of Smartwatches in Elderly Care with Indoor Localization Functionality
					",",											Indoor Positioning System, 											Particle Filter, 											RSS fingerprint, 											k-Nearest Neighbor									,","2021-03-16,",,",					,,,					The recent achievements in mobile technology and wearable OS makes possible to create comfortably wearable and very capable smartwatches. They have many different sensors and powerful hardware combined with general purpose OS and all this available for reasonable price. It makes it ideal device for elderly care. Monitoring the elderly’s basic health condition is very straightforward, but using smartwatch as an indoor localization device, monitoring the motion activity, recognizing the typical motion patterns of wandering is not simple. Even those watches are really capable devices, they are not equipped with direct indoor localization sensors and we would like to avoid installing special equipment’s, markers, transmitters in the home of elderly. Using only a commercially available smartwatch hardware for indoor localization is a challenging task, several filtering and data processing algorithms needs to be combined in order to provide acceptable indoor localization function. The algorithms, their connection and fine-tuning methods are explained in this article.,,				,"
"
			The Effectiveness of Augmented Reality in Learning Vector to Improve Students’ Spatial and Problem-Solving Skills
					",",											Augmented Reality, 											Spatial Skill, 											Problem-Solving Skill.									,","2021-03-16,","The researchers implemented the quasi-experimental method of research. This research was conducted at SMAN 1 Ngemplak, Indonesia. The research was conducted from March to April 2020. In this study, the samples consisted of 70 students divided into two classes, namely Class A and Class B. The students in Class A received treatment by using the Augmented Reality Module (ARM). Meanwhile, Class B students were taught conventionally using a conventional module from the government and GeoGebra application. The instruments used in this study were written tests, the first test was in the form of multiple choices and consisted of 25 questions to measure students’ spatial skills, and the second test was in the form of essays, consisted of five questions in order to measure students’ problem-solving skills. The reliability of the tests had been tested before collecting the data. The data were analyzed using descriptive statistics and inferential statistics (normality test, homogeneity test, paired t-test, and independent t-test). Based on the analyses' results, it can be concluded that Augment-ed Reality Module has a significant effect on students' problem-solving and spatial skills since there is an improvement in students' mean scores in the pre-test and post-test results. Besides, it can be concluded that Augmented Reality learning is more effective than conventional learning since the students are usually taught using conventional modules from the government and GeoGebra application.,",",					,,,					,,,				,"
"
			Exploring the Impact of Transformation to Fully Online Learning During COVID-19 on Malaysian University Students’ Academic Life and Performance
					",",											COVID-19 Pandemic, 											Online Learning, 											Emerging Technologies, 											Stress, 											Stu-dents’ Performance									,","2021-03-16,",,",					,,,					The COVID-19 pandemic has forced many organizations in the world to fully utilize variety of emerging online communication platform technologies. Higher Education Institutions (HEIs) are among these organizations that obliged students and instructors to use different online communication platforms to insure uninterrupted education process. However, the COVID-19 pandemic has generated many considerable challenges for the global higher education community while using such emerging technologies. The purpose of this study is to analyze university student’s perceptions on the challenges and hurdles they face during the Covid-19 pandemic when they use IT platform applications for online learning activities. This research used mixed methods research with main emphasis on qualitative research, supported by literature content analysis techniques. The data set for this study was collected during peak time of pandemic period between 16,, of May 2020 to 5,, of Jun 2020. Based on the descriptive analysis using SPSS and the analyzed results using NVivo12 for the data that was collected from 486 students from different universities in Malaysia, students disclosed various obstacles they encounter when they use IT platform applications for online learning. These obstacles are summarized as follows: (1) Work and information overload received from instructors through online learning platforms (2) Technical challenges related to students’ lack of affordability for having online learning support facilities (3) Personal health challenges related to stress and anxiety problems.,,				,"
"
			The Use of AR Technology to Overcome Online Shopping Phobia: A Systematic Literature Review
					",",											Online Shopping, 											Augmented Reality, 											AR Technology, 											Shopping Phobia									,","2021-03-16,","With every year’s start being a new beginning and a source of happiness, reigniting hopes and optimism around the world, the happiness and enjoyment of the year 2020 faded away quite earlier. It was not long into the year 2020 that the notorious COVID-19 hit the world. Millions of people died of it and billions of people got affected by it either directly or indirectly. With its impact on everybody, it drastically affected the business world as well; individuals lost their jobs and companies lost their businesses. However, companies learned to respond to the pandemic by converting their businesses to the online business model and the customers also shifted to online shopping. With this compelling shift, the customers still had the phobia of online shopping and tried to abstain from it as much as possible. To respond to this, a systematic review in accordance with the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) was developed to offer a systematic and holistic literature review of the research regarding customer confidence in online shopping particularly by the use of Augmented Reality (AR) technology. The database of this review includes a set of 54 systemically selected state-of-the-art articles from Scopus database covering empirical and theory research conducted in different countries with different resource endowments. The results show that the use of AR technology can help customers in overcoming their shopping phobia and thus, it can be a source of enhanced online business for companies. Some possible opportunities for future research are also illustrated in this paper.,",",					,,,					,,,				,"
"
			Augmented Reality Technology as a Complement on Graphic Design to Face Revolution Industry 4.0 Learning and Competence: The Development and Validity
					",",											Augmented Reality, 											Revolution Industry 4.0, 											Graphic Design, 											Validity									,","2021-03-16,",,",					,,,					This study aims at developing the augmented reality application technology, a complementary learning on graphic design to face the skills and learning of the industrial revolution 4.0. This study uses a 4D (four-D) development method for the development of augmented reality application technology and uses a survey method for validity. This AR application will be validated by 12 experts, while the respondents used in filling out the needs analysis questionnaire at the define stage (four-D) are students and lecturers of Informatics Engineering Education, Padang State University. The results of this study indicate that on the analysis of the achievement of the learning process, it can be seen that there are still expectations and advantages in the achievement of the learning process desired by lecturers and students, where the learning process is still in the sufficient category and 80%, students need development of technology as complement reality to be used as learning media in the learning process. The validation test also shows that the augmented reality application technology is included in the valid category with an average value of V value of 0.933. So, it cannot be denied that the augmented reality application technology is valid to be used in the learning process.,,				,"
"
			Students’ Perception Towards Engaging Factors of Extreme e-Service Learning Design for Computer Network Course
					",",											e-Service Learning, 											Online Service Learning, 											Student Engagement, 											Extreme E-Service Learning									,","2021-03-16,",,",					,,,					Impact brought by COVID-19 changes the whole classroom culture from face to face to the extreme online learning and this includes a course that normally implements traditional face-to-face Service Learning. Educators are required to shift the learning into the online platform which is also known as Extreme e-Service Learning and it must be prepared in a proper way. In keeping students engaged with their learning, Extreme e-Service Learning needs to be designed based on engaging factors to encourage and support student engagement with their learning. Thus, in this study, researcher designed the Extreme e-Service Learning online platform based on the engaging factors and at the same time, investigating students’ perceptions towards this learning design. A set of questionnaires were distributed and analyzed. Semi-structured interviews with students in a smaller group were conducted to have a deeper insight. Research findings suggest that students have positive views and perceptions in regard of using Extreme e-Service Learning mainly because of the learning activities and interesting features in this online platform. This study contributed to the design of Extreme e-Service Learning based on engaging factors that help e-Service Learning instructors in planning their teaching and learning process and ensure engaging experience for the students.,,				,"
"
			Performing Communicative Language Teaching in Mandarin Mobile Learning
					",",											Communicative Tasks, 											Smartphone Applications, 											Oral Competency									,","2021-03-16,","Students should be able to develop their communication abilities instead of just concentrating on translation methods. As a result, Communicative Teaching Language (CLT) had become the most favored approach to achieving the verbal goal as it was known as the most effective strategy to enhance learners' communicative competence. However, it was not a one-size-fits-all approach, and language instructors were advised to integrate educational technology to develop learning for students. Hence, CLT Mandarin mobile learning via personal action research was conducted to determine the extent of the approach on students' oral learning attainment, attitudes, and learners' recommendations during the learning process. The communicative task used in this study was Chatting to Mandarin Native Speakers programme. Pre- and post-oral assessments had been conducted in response to research inquiries. In verifying the reliability and validity of the study, data were triangulated through students' oral assessments, Students' Diaries, Self-Reflective Journals and Focus Group Interviews. The outcomes showed that students enjoyed the activity and improved their confidence and oral competence. Also, they suggested that there should be more language activities. The findings indicated that, when designing CLT technology-integrated projects, an instructor needed to consider students' learning preferences which make the project a success.,",",					,,,					,,,				,"
"
			Linguistic Analysis of Insta, Twit Posts and LJ Blogs in the Context of Their Functions (Based on the Russian Language)
					",,"2021-03-16,",,",					,,,					The present article is concerned with identifying the linguistic and extralinguistic features of ,,and,, hypertexts, depending on their functional focus. The relevance of the topic is due to the need for a more detailed study of Internet communication from the point of view of functional and stylistic aspects. The study provides a comparative analysis of ,, and ,, online services based on the Russian language material. The results are correlated with the questionnaire data on the studied problem. The article discusses graphic, lexical, stylistic, syntactic, and spelling features. The authors conducted a comparative analysis of the hypertexts of ,, and ,, online services in the context of their functions; identified linguistic and extralinguistic features of the hypertext of the services under study; established the relationship between the language of the text and the function implemented. It has been established that all three online services perform, first of all, a communicative function, which is expressed through the use of slang, vernacular, online discourse vocabulary, graphic means, markers of increased emotionality, recreation of a specific accent/dialect, spelling and punctuation violations, incomplete, unextended sentences. Along with the socialization function, ,, performs the function of self-presentation, for the implementation of which the authors of publications resort to linguistic creativity. Unlike ,, and ,, fulfill a more political function, expressed in stylistic devices such as metaphor, comparison, irony, hyperbole, and repetition. The results were verified using a questionnaire survey conducted among Russian students.,,				,"
"
			Smart-Glass Glazing using Arduino and Android Application
					",",											IoT, 											Arduino, 											Smart tint, 											Smart glass									,","2021-03-16,","The parts of buildings most susceptible to light and heat are the windows, which are necessary for basic cooling and heating. A huge amount of electrical energy is used to power air conditioners to adjust the inside temperature of residential buildings, while appropriate glazing techniques and materials can be used to reduce energy consumption. There are classic techniques used for tinting glass in buildings and cars, but they all continue to use fixed techniques with one degree of glazing. Users cannot adjust the glazing of these glasses in response to the intensity of sunlight either automatically or by hand. In this research, a modern technique is proposed to allow users to automatically control a glass’s glazing through sensors and Android application with a microcontroller. Arduino microcontroller is used along with a special film polymer dispersed liquid crystals (PDLC) material coating the glasses to enable tinting. The results show adjustable levels of tinting with PDLC film being enabled.,",",					,,,					,,,				,"
"
			Mobile-Assisted Mind Mapping (MAMMAT) as a Tool to Support University Students’ Argumentative Writing
					",",											Mobile-assisted Mind Mapping Technique, 											ESL university students, 											argumentative writing, 											mobile-based technological tool									,","2021-03-16,","This study examined the use of a mobile-based technological tool known as Mobile-assisted Mind Mapping Technique (MAMMAT) to support ESL university students’ argumentative writing skills performance. The participants of this study were 45 ESL university students from two lecture groups at a public university campus in Peninsular Malaysia. The study employed a quasi-experimental research design. The experimental group was taught utilizing the MAMMAT whilst the control group was taught utilizing the conventional method. The pre-test and post-test scores were analysed through analysis of covariance (ANCOVA). The analysis of covariance (ANCOVA) results showed that there were statistically significant differences between the groups when test items were measured. As a conclusion, the MAMMAT has supported ESL university students’ argumentative writing skills performance. The study implicates that the use of MAMMAT can support students’ argumentative writing in ESL classroom.,",",					,,,					,,,				,"
"
			Credit Card Fraud Detection Using Fuzzy Rough Nearest Neighbor and Sequential Minimal Optimization with Logistic Regression
					",",											Fraud detection Credit card Ensemble technique Stacking Machine learning									,","2021-03-16,","The global online communication channel made possible with the internet has increased credit card fraud leading to huge loss of monetary fund in their billions annually for consumers and financial institutions. The fraudsters constantly devise new strategy to perpetrate illegal transactions. As such, innovative detection systems in combating fraud are imperative to curb these losses. This paper presents the combination of multiple classifiers through stacking ensemble technique for credit card fraud detection. The fuzzy-rough nearest neighbor (FRNN) and sequential minimal optimization (SMO) are employed as base classifiers. Their combined prediction becomes data input for the meta-classifier, which is logistic regression (LR) resulting in a final predictive outcome for improved detection. Simulation results compared with seven other algorithms affirms that ensemble model can adequately detect credit card fraud with detection rates of 84.90% and 76.30%.,",",					,,,					,,,				,"
"
			Digital Mind Map Assisted Group Investigation Learning for College Students’ Creativity
					",",											creativity in higher education, 											group investigation, 											digital mind map									,","2021-03-16,",,",					,,,					This study aimed to investigate the effect of a digital mind map (DMM) assisted group investigation (GI) on students’ creativity in higher education. A pre-test post-test nonequivalent control group design was employed in this study. The study was conducted in 2019/2020 to 75 fifth semester students from IKIP Budi Utomo Malang, Indonesia. The data were collected using a pre-test and a post-test on students’ creativity. The students’ creative performance was evaluated using a rubric assessing the keywords, material’s completeness, material’s conformity, layout organization, creativity, symbols, and color used in the students' mind maps. Testing for the normality and homogeneity of variance was conducted before the ANCOVA was run to examine the data. The statistical analysis showed a difference between students in the DMM-GI group and students in the DMM-conventional group in terms of creativity. The mean score of the DMM-GI group (79.30) was higher than that of the DMM-conventional group (74.96). Therefore, it can be concluded that the DMM-GI group had better creative performance compared to the DMM-conventional group.,,				,"
"
			Information Technology Resources and Innovation Performance in Higher Education
					",",											Information Technology Resources, 											Innovation Performance, 											Higher Educa-tion Institutions									,","2021-02-26,"," Information technology encourages various forms of organizations to always adapt to changes so that they can sustain their business for a long time. Higher education institutions are organizational entities required to use information technology to support existing business processes. This study aims to examine the extent to which information technology resources have an influence on innovation performance in higher education. Quantitative research methods are used to determine this influence by involving 97 respondents who work in higher education institutions in Garut, Indonesia, besides processing and modeling research using SmartPLS. The results of the analysis show that information technology resources have an essential role in creating innovation performance improvement in higher education institutions, especially in terms of product innovation. The research was conducted only at private universities in Garut Regency. Therefore, further research involving universities in a nationwide scope is recommended. The results of this study imply that it is necessary for universities, which are expected to be ready for changes, to involve information technology in the creation of innovation in order for them to survive. The effect of information technology resources on the performance of innovation in private universities in Garut Regency has never been studied before; therefore, we consider that our study provides a novel contribution to the field.,",",					,,,					,,,				,"
"
			Improving Questionnaire Reliability using Construct Reliability for Researches in Educational Technology
					",",											Educational Technology, 											Online Learning, 											Questionnaire Reliability, 											Con-struct Reliability									,","2021-02-26,","This paper is exploring on maneuver to improve research instrument reliability in scientific research related to Educational Technology by analyzing the traditional Cronbach’s alpha reliability using SPSS software and the newer statistical tool, AMOS using Construct Reliability (CR) approach. Two sets of data were used as sample to perform the comparison. The first set of data is from a research involving Technology Enhanced Learning Environment. The second data are sampled from research in digital competency. Finding from this paper concluded that, conventional approach of using Cronbach’s alpha have lower reliability than the newer approach of using CR. Using Cronbach’s alpha show tendency toward measuring consistency instead of reliability. CR offer better definition of reliability and give a robust measurement of reliability in research. This paper had shed light into offering alternative approach to the commonly and widely uses of research reliability especially when it involves questionnaire as instrument.,",",					,,,					,,,				,"
"
			Constructing and Validating University Students’ Blended Learning Acceptance Scale
					",",											Blended Learning, 											Acceptance, 											University Students, 											Scale									,","2021-02-26,","Increasingly, blended learning courses are being offered in schools throughout China. One of the key factors influencing the effectiveness of blended learning is students’ acceptance. The researchers proposed six predictive dimensions that contribute to students’ acceptance for blended learning, namely, perceived usefulness, perceived ease of use, learning climate, attitudes towards online learning, attitudes towards classroom learning and personal charm of the instructor. One existing questionnaire is adapted, together with the interview data with university undergraduates, generating 63 items for the initial questionnaire. The first draft of the scale was distributed to 180 university students in Hubei Province, China. Data collected were analyzed by SPSS 24.0. Eleven items were deleted based on the Exploratory Factor Analysis results. Then the second pilot was done to purify the scale further. 191 questionnaires were distributed, and the data collected were processed by EFA again. One item was removed in the second pilot and 51 items were reserved for the final version of the scale. The final adapted version of Blended Learning Acceptance Scale (BLAS) is reported to possess high levels of reliability and validity. The BLAS can be used to investigate Chinese University students’ acceptance for blended learning so that better opinions can be put forward to improve the effectiveness of blended learning.,",",					,,,					,,,				,"
