,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
929,dyslexia,learningstyle,adaptivity,elearning,learningstylemodel,,,,,,,,,,,
930,informationtechnologies,appropriation,informationsystems,decisionmaking,bovineproductionsystem,systemdynamics,seriousvideogame,,,,,,,,,
931,researchcompetence,mobileeducation,ict,mobiletechnologies,students,,,,,,,,,,,
932,ubiquitouslearning,moodle,learningmanagementsystem,instructionalmedia,,,,,,,,,,,,
933,asynchronouslearning,blendedlearning,elearning,instructionalsystemdesign,synchronouslearning,,,,,,,,,,,
934,oralenglishcommunicationskills,learnersproblems,learnersreadiness,featuresofsmartphones,englishasaforeignlanguage,,,,,,,,,,,
935,autistic,videointeraction,mobiledevices,physicaleducationclass,,,,,,,,,,,,
936,facialrecognitionalgorithms,openface,mobilefacialrecognitions,,,,,,,,,,,,,
937,eportfolio,hiringtool,employability,educationaltechnology,,,,,,,,,,,,
938,schoolattendancesystem,smartclassroom,smarteducation,rfidtags,internetofthings,,,,,,,,,,,
939,keywordsـــــcomputationalthinkingskills,steamapproach,algorithmicthinking,abstraction,decomposition,generalization,jordan,,,,,,,,,
940,interactivemobileapplication,educationaltechnology,literacy,primaryeducation,readingandwritingskills,,,,,,,,,,,
941,tabletbasedapplication,evidencebasedteachersperceptionsandvideomodelling,,,,,,,,,,,,,,
942,mobileeducationtool,demonstration,evaluation,designscienceresearch,cbe,tanzania,,,,,,,,,,
943,driversleepiness,sleepinessdetection,smartphone,faciallandmark,extraction,realtime,eyeaspectratio,,,,,,,,,
944,elderly,healthcare,intelligencewalkingstick,internetofthings,,,,,,,,,,,,
945,electroniceducationalresource,mobileapplication,augmentedreality,leapmotion,unity3d,vuforia,physics,,,,,,,,,
946,digitalcompetence,innovation,motivation,collaborativelearning,,,,,,,,,,,,
947,perception,acceptance,padlet,microblogging,writingskills,,,,,,,,,,,
948,ubiquitouslearning,impairedmedia,camerasensor,multimedia,mobileapps,,,,,,,,,,,
949,caraoht,rateadaptation,collisionaware,optimalhighthroughput,80211swmn,,,,,,,,,,,
950,behaviouralintentions,utaut,tablet,mobilelearning,,,,,,,,,,,,
951,teachingandlearningplatform,technologyintegration,whatsappgroup,,,,,,,,,,,,,
952,cattleidentification,sift,ransac,muzzlepattern,,,,,,,,,,,,
953,sdr,artificialintelligence,connectivity,andcoveragearea,,,,,,,,,,,,
954,appstoreoptimization,googleplay,appleappstore,mobileappstore,aso,,,,,,,,,,,
955,advertising,bigdata,communication,textile,retail,smartdata,,,,,,,,,,
956,vanet,positionbasedrouting,security,gpsr,diffiehellman,hmac,,,,,,,,,,
957,smartphoneapps,pushnotifications,consumeracceptance,frequency,,,,,,,,,,,,
958,mobiledatacollection,comparison,odk,odkx,kobotoolbox,pendragonforms,,,,,,,,,,
959,msw,iot,solidwaste,gsm,arduino,rfid,,,,,,,,,,
960,lmsschoology,classroommanagement,studentperception,chemistrylearning,,,,,,,,,,,,
961,clientawareresourcescalabilitycloudlet,mobilecloudcomputing,resourcemigration,scalablecloudlet,,,,,,,,,,,,
962,virtuallearning,mooc,pancasilaeducation,increasingscore,,,,,,,,,,,,
963,mobilenosmodeloflearning,understandingofnatureofscience,conceptualunderstanding,scientificliteracy,,,,,,,,,,,,
964,mobileinstrumentofcapability,studentscapabilitydevelopment,capabilityashumandevelopment,,,,,,,,,,,,,
965,onlineinteractive,graphtheory,creativeproblemsolving,powtoonapplications,kahootapplication,,,,,,,,,,,
966,researchteachingintegration,technologyadaptation,iottechnology,,,,,,,,,,,,,
967,transformation,themeaningoflearning,millennialgeneration,,,,,,,,,,,,,
968,biotechnology,lifebasedlearning,localwisdom,,,,,,,,,,,,,
969,edukit,coffee,problembasedlearning,separationofmixturetopic,vocationalhighschool,,,,,,,,,,,
970,onlinecourse,smartnetworksecurity,,,,,,,,,,,,,,
971,augmentedreality,fuelcell,energyconversion,,,,,,,,,,,,,
972,augmentedreality,electrolysiscell,guidedinquiry,,,,,,,,,,,,,
973,speaking,pronunciation,intelligibility,mobileassistedlanguagelearning,byod,,,,,,,,,,,
974,healthsystems,mobileapplication,communityhealthworkers,usercentereddesign,,,,,,,,,,,,
975,agiledevelopment,agilemethods,bigdata,coordination,cloudcomputing,,,,,,,,,,,
976,pseudorandomreconstruction,radiocommunicationdevice,overheatability,frequencyhopping,spreadspectrum,,,,,,,,,,,
977,computerbasedscreeningtests,cognitivedisorders,alzheimers,,,,,,,,,,,,,
978,userexperience,instagram,graphicdesign,,,,,,,,,,,,,
979,mobilelearning,highereducation,mlearningsuccess,studentsexpectationsmodeling,mobility,,,,,,,,,,,
980,mobilelearning,mlearning,highereducation,bibliometrics,dataanalysis,,,,,,,,,,,
981,cocreation,digital,banking,adoption,southafrica,,,,,,,,,,,
982,design,humancomputerinterface,mobilesdevices,,,,,,,,,,,,,
983,learningattitudes,learningmotivations,localwisdomforms,marapplication,understandingofgeometryconcepts,,,,,,,,,,,
984,dictionary,indonesianlanguage,blindpeople,android,,,,,,,,,,,,
985,ecommerce,technologyacceptancemodel,assessment,competence,ecommercecompetency,,,,,,,,,,,
986,boardinghouse,recommendation,mobileapplication,fuzzytopsis,,,,,,,,,,,,
987,multilayerperceptronmlp,activationfunction,semanticattack,phishing,,,,,,,,,,,,
988,intervehicularnetworks,autonomous,gossipalgorithm,mobileintervehicularcommunicationsystem,,,,,,,,,,,,
989,energyconsumption,educationalbuilding,deeplearning,lstm,prediction,,,,,,,,,,,
990,elearning,learningmanagementsystems,usability,,,,,,,,,,,,,
991,anomalydetection,wirelesssensornetwork,dosattack,opnetsimulator,,,,,,,,,,,,
992,mechatronicsystem,ltafwarchitecture,sensors,environmentalmonitoring,,,,,,,,,,,,
993,computervision,trafficflow,intensity,congestion,virtualdetectionmethod,augmentedrealityar,videoanalysis,,,,,,,,,
994,java,mysql,threads,hibernate,jdbc,,,,,,,,,,,
995,datastreammining,conceptdrift,conceptdriftdetection,datastreamclassification,,,,,,,,,,,,
996,twitter,characteristicsofinfluencers,entrepreneurialinfluencers,robustrankedlist,,,,,,,,,,,,
997,dynamicalsystems,optimalcontrol,selforganization,mathematicalmodels,informationandcommunicationsystems,buslaevnetworks,,,,,,,,,,
998,patrafficrouting,geocaching,offlinecalculations,googlemaps,aalgorithm,,,,,,,,,,,
999,phplanguage,soapstrategy,sakaisystem,moodle,webservices,phpsoaptechnique,,,,,,,,,,
1000,longtermevolutionadvancedltea,heterogeneousnetworkhetnet,qosschedulingalgorithms,proportionalfairpf,rootmeansquarerms,,,,,,,,,,,
1001,ubiquitoussensors,pedestriandeadreckoning,kalmanfilter,gps,,,,,,,,,,,,
1002,deeplearning,mobileinteractivealgorithms,learningtechnologies,elearningforcovid19,iccmit2020,,,,,,,,,,,
1003,augmentedreality,mobileapplication,traditionalindonesianfood,,,,,,,,,,,,,
1004,mobilesystems,augmentedreality,understandingmathematics,geometrytransformation,,,,,,,,,,,,
1005,sensorlaboratory,remotelaboratory,embeddedsystems,iot,industrialsensorsandautomation,,,,,,,,,,,
1006,routingprotocols,mobileadhocnetwork,energyefficiency,,,,,,,,,,,,,
1007,digitalsketchingapplications,toydesigns,multicultures,himavantacreatures,andartandarchitecturalcontent,,,,,,,,,,,
1008,systemusabilityscalesus,website,usability,,,,,,,,,,,,,
1009,interactiveteachingmaterials,edmodo,criticalthinkingskills,,,,,,,,,,,,,
1010,manets,mobileadhoccloudcomputing,daas,asaas,ahcaas,,,,,,,,,,,
1011,internetofthings,iot,qualityassurance,modelbasedtesting,isoiec25000qualitymodel,,,,,,,,,,,
1012,flippedclassroom,blendedlearning,elearning,selfregulated,,,,,,,,,,,,
1013,mobilelearning,scienceprocessskillskps,inquirybasedscienceeducationibse,,,,,,,,,,,,,
1014,androidmalwaredetection,machinelearningmodels,baselearners,ensemblelearner,reverseengineering,,,,,,,,,,,
1015,augmentedreality,geometryobjects,mobilebased,spatialability,threedimensionalshape,,,,,,,,,,,
1016,embeddingandencryption,exponentialfunction,informationsecuritytechnique,wavelettransformer,,,,,,,,,,,,
1017,smartphonemarket,consumerattitudes,adoptercategories,smartphonediffusion,,,,,,,,,,,,
1018,mobilelearning,topicmodelling,mobiledevices,latentdirichletallocation,,,,,,,,,,,,
1019,virtualreality,3dvisualization,hybridlearning,criticalthinkingskills,laboratory,,,,,,,,,,,
1020,manet,routing,routestability,dsr,,,,,,,,,,,,
1021,libraryopencv,citrasegmentation,androidapplication,technologysmartphone,,,,,,,,,,,,
1022,technologyenhancedlearning,pendulum,frequencydomain,exactsolution,fourieranalysis,numericalmethods,,,,,,,,,,
1023,qualityofexperience,mobileapplications,systematicmapping,metrics,tools,,,,,,,,,,,
1024,consultationapplication,onlinemeetups,addressingacademicdifficulties,virtualmeeting,,,,,,,,,,,,
1025,icmls,mobilelaboratory,vocationalhighschool,computernetworkengineering,,,,,,,,,,,,
1026,perceivedconvenience,facilitationconditions,socialinfluence,pricevalueontheintentiontotheuseanuberapplication,,,,,,,,,,,,
1027,wirelessmeshnetwork,networkcapacity,averagemessagesize,routing,networktopology,,,,,,,,,,,
1028,academicandvocationalguidance,eorientation,machinelearning,automaticclassification,comparativestudy,,,,,,,,,,,
1029,mobilecontrolsystems,trainingcomplexes,breathingapparatussimulator,android,,,,,,,,,,,,
1030,communicativeenglish,englishfortheworkplace,mooc,selfpacedlearning,supportstaffs,technologyenhancedlanguagelearning,,,,,,,,,,
1031,elearning,mlearning,learningoutcomes,teachingtools,highereducation,,,,,,,,,,,
1032,usesandgratification,online,marketplace,motives,,,,,,,,,,,,
1033,mobiletechnologies,elearning,mobilelearning,peertopeer,collaborativelearning,androidsystem,,,,,,,,,,
1034,virtualtrainer,augmentedreality,mobile,electriclightinginstallation,,,,,,,,,,,,
1035,sentimentanalysis,unemployment,technology,machinelearning,naturallanguageprocessing,,,,,,,,,,,
1036,onlinereading,reading,dispositionsandbehaviors,,,,,,,,,,,,,
1037,mobapps,mallmodel,writingskill,criticalthinkingskill,,,,,,,,,,,,
1038,socialmedia,englishlanguageskill,englishlanguagelearningmedia,,,,,,,,,,,,,
1039,significantly,increasedcaraccidents,pollution,economicproblems,stls,irsensor,,,,,,,,,,
1040,mobilelearning,presentationdisplaymanagement,socketprogramming,webtechnologies,,,,,,,,,,,,
1041,efl,english,educationalinnovation,immersion,learning,virtualreality,,,,,,,,,,
1042,learningmedia,adhd,christianeducation,,,,,,,,,,,,,
1043,anxiety,augmentedreality,elementaryschool,mathematicslearning,storybooks,,,,,,,,,,,
1044,learningmanagementsystem,blendedlearning,claroline,motivation,,,,,,,,,,,,
1045,mohesr,ntier,adonet,ui,bll,dal,sp,addie,,,,,,,,
1046,conceptassessment,conceptgameassessment,sprt,conceptmastery,,,,,,,,,,,,
1047,diagrams,testinstruments,localwisdom,multimedialearningmodules,representations,,,,,,,,,,,
1048,mgovernment,egovernment,technologyacceptance,successfactors,mobilenetwork,,,,,,,,,,,
1049,manet,dsdv,idsdv,edsdv,odsdv,simulation,networkperformance,ns3,,,,,,,,
1050,highereducation,learningmanagementsystem,informationandcommunicationtechnology,canvas,,,,,,,,,,,,
1051,mobilelearning,ubiquitouslearningenvironments,pedagogical,,,,,,,,,,,,,
1052,interactivemultimedia,smashskills,volleyball,,,,,,,,,,,,,
1053,bimvrframework,virtualreality,engineeringeducation,,,,,,,,,,,,,
1054,eservicelearning,onlineservicelearning,technologyintegration,,,,,,,,,,,,,
1055,technicalandvocationaleducationtve,mobilelearningml,upsi,uthm,,,,,,,,,,,,
1056,mobileattendance,facialrecognition,identification,attendancemanagement,,,,,,,,,,,,
1057,millimeterwave,beamforming,massivemimo,psooptimization,,,,,,,,,,,,
1058,mobilecloud,lstmnetwork,glowwormswarmoptimizationalgorithm,loadforecasting,,,,,,,,,,,,
1059,mobilerecommendersystem,localknowledge,gamification,,,,,,,,,,,,,
1060,usabilityevaluation,mobiledevice,trackingapplication,systematicliteraturereview,,,,,,,,,,,,
1061,instagram,marketingcommunication,promotion,digitalmarketing,,,,,,,,,,,,
1062,visuallyimpairedpeople,mobileapplication,usabilitydimensions,usabilityevaluationmodel,,,,,,,,,,,,
1063,adiabaticlogic,fulladder,ecrl,2pascl,ripplecarryadderrca,carryselectaddercsla,carrysaveaddercsa,carryskipaddercsa,brentkungadderbka,,,,,,,
1064,alzheimersdisease,dementia,elderly,gamecriteria,gameintervention,memorydisorder,mobilepsychotherapygames,,,,,,,,,
1065,newsaggregator,usability,testing,magazine,evaluationmethod,mobileapplication,,,,,,,,,,
1066,computervision,inventorymanagement,objectdetectionandtracking,ransac,sift,,,,,,,,,,,
1067,emoticon,culture,expertreview,humancomputerinteraction,,,,,,,,,,,,
1068,rfid,indoorlocalization,trilateration,receivedsignalstrength,,,,,,,,,,,,
1069,learningmediagraphicdesign,practicalitytest,testeffectiveness,androidtechnology,,,,,,,,,,,,
1070,elearning,moodle,mathematicseducation,higherorderthinkingskills,addieinstructionalmodel,,,,,,,,,,,
1071,learningmaterials,mechanicalengineeringstudents,padlet,,,,,,,,,,,,,
1072,mobileinstantmessaging,parentsteachercommunication,mobiledevices,mobilecommunication,,,,,,,,,,,,
1073,technology,consumers,application,brands,mobile,,,,,,,,,,,
1074,mobilevideo,tiktok,usersandgratificationsug,usergeneratedmediaugm,personalitytraits,motivation,,,,,,,,,,
1075,authentication,imageprocessing,wearable,framework,jni,opencv,personalidentity,smartphones,,,,,,,,
1076,marinetourism,userexperiencedesign,boatloaning,,,,,,,,,,,,,
1077,handwritingrecognition,neuralnetworks,internetofthingsiofmobile,,,,,,,,,,,,,
1078,decisionsupportsystem,supplierevaluation,vikor,,,,,,,,,,,,,
1079,mobilegovernment,mgovernment,contentadaptation,usercontext,mediation,cloudcomputing,rolebaseaccesscontrol,,,,,,,,,
1080,fashion,facebook,socialnetworks,socialmedia,internet,corporatecommunication,dialogue,stakeholders,contentanalysis,,,,,,,
1081,rfidinnovation,internetofthings,futureapplication,shopping,,,,,,,,,,,,
1082,flashcard,storybased,picturedflashcard,learningmotivation,learningachievement,anxietyinlearningenglish,,,,,,,,,,
1083,game,hmsam,martialarts,pencaksilat,virtualreality,,,,,,,,,,,
1084,internetofthingsiot,smartgarden,iotapplication,,,,,,,,,,,,,
1085,internetofthingsiot,ifttt,covid,macrodroid,,,,,,,,,,,,
1086,designbasedresearch,distancelearning,smarttechnology,,,,,,,,,,,,,
1087,adoptionofmobilelearning,covidpandemic19,onlinelearning,studentinterests,,,,,,,,,,,,
1088,mobilephone,tourism,marketing,smartphoneapps,,,,,,,,,,,,
1089,fuzzysettheory,studentperformance,onlinelearning,islamicfinance,,,,,,,,,,,,
1090,predictiveanalytic,naïvebayes,businessintelligence,humanresource,,,,,,,,,,,,
1091,scholarship,websitebasedapplication,teachinganalyticalhierarchyprocess,decisionsupportsystem,,,,,,,,,,,,
1092,airquality,iot,web,measuring,internetofthings,,,,,,,,,,,
1093,fibonacci,juniorhighschoolstudent,videobasedlearning,geometrysequence,,,,,,,,,,,,
1094,networkedlearningcommunity,21stcenturylearning,multimediaindustry,livestreamingmedia,,,,,,,,,,,,
1095,stemintroduction,innovativethinking,mathematicalachievement,,,,,,,,,,,,,
1096,denoising,multiwavelet,thresholding,softthresholding,,,,,,,,,,,,
1097,measuringinstruments,situp,arduino,ultrasonicsensors,,,,,,,,,,,,
1098,education,earlychildhoodeducation,android,,,,,,,,,,,,,
1099,networksecurity,wirelessnetworksecurity,securityinwirelessenvironment,,,,,,,,,,,,,
1100,iot,surveillance,raspberrypi,sim900module,,,,,,,,,,,,
1101,erubrics,androidbasedassessment,onlineteaching,peerassessment,,,,,,,,,,,,
1102,literaturereview,mobilelearning,secondlanguagelearning,bibliometricanalysis,masll,,,,,,,,,,,
1103,cropclassification,drone,transferlearning,smartfarming,,,,,,,,,,,,
1104,culturaltourismmanagement,opiniondatamining,textmining,touristattraction,touristexperience,,,,,,,,,,,
1105,attitude,brand,trust,behaviourintention,digitalmarketing,,,,,,,,,,,
1106,cpd,mobilelearningattitude,academicachievement,professionaldevelopment,ict,teacherstraining,mobilebasedtraining,,,,,,,,,
1107,artificialintelligence,responsiveweb,mobilepohones,lettercut,variablefont,,,,,,,,,,,
1108,actionlevel,cardriver,fingergesture,gesturalinteractions,motivationlevel,smartphoneuserinterface,,,,,,,,,,
1109,virtualreality,mobilelearning,socialnetworking,englishlanguagelearning,educationaltechnologies,saudiarabia,covid19,,,,,,,,,
1110,3danimation,bibliometricanalysis,vosviewer,harzingspublishorperish,scopusdatabase,,,,,,,,,,,
1111,artificialintelligence,covid19,socialdistancing,socialdistanceusingdeeplearning,,,,,,,,,,,,
1112,mobileapp,mobilelearning,onlinecommunication,politeexpressions,,,,,,,,,,,,
1113,wirelesssensornetworks,hierarchicalprotocols,leach,kmeans,clustering,timeslot,ns234,throughput,,,,,,,,
1114,elearning,enablers,barriers,tism,fuzzymicmac,,,,,,,,,,,
1115,surveillancevideos,videosanalysis,behaviorsrecognition,anomalydetection,neuralnetworks,,,,,,,,,,,
1116,positionsofvisualelements,instructionalvideos,,,,,,,,,,,,,,
1117,5gcommunication,mmwaves,beamforming,standalone,nonstandalone,,,,,,,,,,,
1118,userreviews,sentimentanalysis,topicmodeling,visualisation,,,,,,,,,,,,
1119,geogebra,transformation,mathematicalexperiment,episodes,authority,approach,,,,,,,,,,
1120,children,digitalchildrensrights,digitalliteracy,mobileapplication,elearning,internetmediation,,,,,,,,,,
1121,artificialintelligence,facialrecognition,featureextraction,qnn,pcahowtoworkwiththistemplate,,,,,,,,,,,
1122,bibliometric,digitallearning,mobilelearning,vosviewer,,,,,,,,,,,,
1123,programminglanguage,javaprogramminglanguage,application,elearning,,,,,,,,,,,,
1124,3dcontent,chaoticsystem,3dmodel,,,,,,,,,,,,,
1125,3dpolygonmeshmodel,vertices,3dlorenzchaoticmap,,,,,,,,,,,,,
1126,capproperties,cloudcomputing,datareplication,distributedsystems,pervasiveinformationsystems,webservices,,,,,,,,,,
1127,accesscontrol,authentication,password,passwordstrength,,,,,,,,,,,,
1128,mobilelearning,mobileapps,sentimentanalysis,topicmodeling,userreviews,,,,,,,,,,,
1129,pushnotifications,mobileapps,mobilepushnotifications,designelements,cramersv,,,,,,,,,,,
1130,foreignlanguages,englishasaforeignlanguageefl,graduateeducation,mobileassistedlanguagelearningmall,malltechnology,mobilelearningmlearning,smartphoneapplication,,,,,,,,,
1131,learninganalytics,studentperformanceprediction,academicanalytics,machinelearning,,,,,,,,,,,,
1132,bruteforce,citytour,geneticalgorithm,mobileapplication,,,,,,,,,,,,
1133,competitiveapproach,covid19impact,globalmobilebrand,pandemicsituation,smartphoneindustry,strategicimplication,,,,,,,,,,
1134,iot,lora,lorawan,energyefficiency,nodedensity,,,,,,,,,,,
1135,emotionrecognition,userexperience,cloudlocalization,mobileapplication,locationbasedservices,,,,,,,,,,,
1136,manet,tcp,aodv,dsdv,olsr,fuzzylogic,congestion,crosslayer,,,,,,,,
1137,internetofvehiclesiov,4glte,dsrc,iot,vehicularnetworks,,,,,,,,,,,
1138,violencedetection,socialnetworks,sentimentanalysis,arabiclexicon,featureextraction,,,,,,,,,,,
1139,clustering,cupcarbon,iot,wsn,5g,,,,,,,,,,,
1140,smartphonesensors,schoollab,byod,physicsexperiments,,,,,,,,,,,,
1141,digitaldelegationapplication,digitalidentitydelegation,thainationaldigitalidentity,,,,,,,,,,,,,
1142,attendancemanagementsystem,attendancerecords,registration,nfc,qrcode,beacon,smarthadirapp,mobileappdevelopment,,,,,,,,
1143,mlearning,elearning,gamebasedlearning,mathematics,neuralnetworks,socialnetworkanalysis,,,,,,,,,,
1144,smartwatches,userinterfaces,interaction,usability,universaldesign,prototype,,,,,,,,,,
1145,adaptivemobilescaffoldsystemamss,cognitivestylesimplicityvscomplexitycssc,digitalwillbeingdwb,,,,,,,,,,,,,
1146,computationalscience,computationalcompetencies,virtuallearningenvironment,21stcentury,,,,,,,,,,,,
1147,manetiot,cloud,edgecomputing,,,,,,,,,,,,,
1148,designthinking,graphicuserinterface,applicationdevelopment,pregnant,,,,,,,,,,,,
1149,augmentedreality,publicservices,barrierssmartcity,,,,,,,,,,,,,
1150,smartcollect,mobiledata,odkx,datacollection,edgecomputing,,,,,,,,,,,
1151,mobiletechnology,collaborative,problemsolving,,,,,,,,,,,,,
1152,internetofthingsiot,covid19,healthsystem,monitoringdevice,powerconsumption,esp32,raspberrypi,mqtt,,,,,,,,
1153,augmentedreality,3dobjects,distancelearning,vocationaleducation,education40,,,,,,,,,,,
1154,elementaryschool,smartphones,education,mobileapps,,,,,,,,,,,,
1155,cloudorientedapproach,connectivity,mobileadhocnetworks,networklifetime,operationalefficiency,powerasaservice,,,,,,,,,,
1156,datamining,associationrules,fireaccidentsanalysis,dataanalysis,datacleaning,,,,,,,,,,,
1157,mlearning,tam,utaut,diffusionofinnovation,highereducation,,,,,,,,,,,
1158,linkprediction,networkanalysis,ensemble,machinelearning,graphanalysis,votingtechniques,,,,,,,,,,
1159,adaptiveuserinterface,spacedretrievaltherapysrt,elderlypeople,alzheimersdisease,usermodel,groundedtheory,,,,,,,,,,
1160,technologyacceptancemodel,tam,mlearning,vietnam,highschool,,,,,,,,,,,
1161,heterogeneousnetwork,qlearning,macrocell,picocell,interference,,,,,,,,,,,
1162,augmentedreality,3d,computernetworkingdevices,systemusabilityscale,,,,,,,,,,,,
1163,fogcomputing,machinelearning,iot,optimization,,,,,,,,,,,,
1164,internetofthings,iot,prediction,mbt,qualityassurance,performanceprediction,,,,,,,,,,
1165,blendedlearning,iotbasedtechnology,graduatestudents,smartphone,mobileapplication,,,,,,,,,,,
1166,reverseengineering,securityarchitecture,securityoptimization,softwareprotection,sourcecodeprotection,,,,,,,,,,,
1167,elearning,learningmanagementsystemlms,coursemanagementsystemcms,onlinelearning,emergingtechnologies,learningoutcomes,eassessment,studentengagement,,,,,,,,
1168,robot,hypermedia,scientificconcepts,science,instruction,,,,,,,,,,,
1169,blendedlearning,ideasbox,motivationtowardlearning,nonformaleducation,culturepromotionprogramfordropouts,,,,,,,,,,,
1170,webbasedanimationvideo,environmentaleducation,environmentalawareness,,,,,,,,,,,,,
1171,mobileapplications,mobilelearning,mobilemultimedia,streamingmedia,usability,videostreamingserver,,,,,,,,,,
1172,flashover,smartgrid,transmissionanddistributionline,iot,,,,,,,,,,,,
1173,augmentedreality,structurevisualization,markerlesstracking,,,,,,,,,,,,,
1174,humancomputerinteraction,mobilelearning,genderdifferences,highereducation,,,,,,,,,,,,
1175,communicationnetworks,multipathroutingprotocol,dcellnetworksimulation,datatransmission,ns3program,linkfailure,rackproblem,,,,,,,,,
1176,distancelearning,covid19pandemic,elearning,perceptions,modeling,competency,,,,,,,,,,
1177,adolescentdepression,adolescentmotivation,gamification,modeldevelopment,humancomputerinteraction,,,,,,,,,,,
1178,barriergatesystem,convolutionalneuralnetwork,facerecognition,iot,,,,,,,,,,,,
1179,mobilephones,professorstudentcommunication,mteachingandlearning,,,,,,,,,,,,,
1180,iso9241,multiplatform,usabilityattributes,mobileusability,usabilityevaluation,,,,,,,,,,,
1181,reputation,trustmanagement,recommendation,,,,,,,,,,,,,
1182,qualityassurance,apps,userfeedback,architecture,productimprovement,qualitymonitoring,,,,,,,,,,
1183,postsecondaryeducation,mobilelearning,autonomouslearning,intelligentplatforms,,,,,,,,,,,,
1184,covid19,smartdevices,wirelesstechnologies,cloudcomputing,,,,,,,,,,,,
1185,hearinghealthcare,mobilehealth,servicequality,telemedicine,,,,,,,,,,,,
1186,motivation,barriers,onlinelearning,covid19pandemic,motivationboostingactivities,,,,,,,,,,,
1187,bigdata,idealproblemsolving,modernanalyticalchemistry,massspectrometry,,,,,,,,,,,,
1188,digitalbook,multiculturaleducation,,,,,,,,,,,,,,
1189,interaction,userinterface,smartphone,aging,olderadult,,,,,,,,,,,
1190,entrepreneurshipeducation,mobilelearningplatforms,mobiletechnologies,digitaleducation,entrepreneurialcompetences,,,,,,,,,,,
1191,temperaturemonitoringsystem,locationservice,blooddelivery,internetofthings,mobileapplication,,,,,,,,,,,
1192,usability,usabilitytesting,mobileusability,highereducationapp,,,,,,,,,,,,
1193,nonnativelearners,mobiledevices,selfstudyefl,positiveattitudes,potentials,,,,,,,,,,,
1194,mathematicslearninggame,android,congruenceandsimilarity,,,,,,,,,,,,,
1195,algorithmic,,,,,,,,,,,,,,,
1196,androidbased,learningplatform,economiceducation,addiemodel,learningeverywhereclasslekas,,,,,,,,,,,
1197,bullyingbehavior,gamemobilelearning,earlychildhood,management,,,,,,,,,,,,
1198,emergencymedicalmanagement,tsunamidisaster,problemandcreativethinking,,,,,,,,,,,,,
1199,educationalgames,designthinkingprocess,media,entrepreneurship,training,,,,,,,,,,,
1200,digitaleducation,covid19,digitaltransformation,digitaltechnologies,,,,,,,,,,,,
1201,virtuallaboratory,multiplerepresentation,analyticalchemistry,,,,,,,,,,,,,
1202,studentsinvolvement,digitalreadiness,onlinelearning,mobilelearning,interactivemultimedia,,,,,,,,,,,
1203,conservationeducation,rawadanau,naturalreserve,onlinelearning,website,,,,,,,,,,,
1204,recommendation,cookingclass,culinary,contentbasedfiltering,tfidf,,,,,,,,,,,
1205,conceptmap,conceptmapmining,efl,kitbuild,,,,,,,,,,,,
1206,virtualreality,education,c,scrum,mobileapplication,unity3d,gamedevelopment,,,,,,,,,
1207,mathematicsanxiety,mathematicsanxietyratingscale,mathlearning,assessment,,,,,,,,,,,,
1208,projectbasedlearning,visualthinking,visuallearning,visualcommunication,raschmeasurementmodel,,,,,,,,,,,
1209,startups,softwaremethodologies,businessmodels,mobilesoftwaredevelopment,,,,,,,,,,,,
1210,mobileassistedlanguagelearning,collaborativewriting,mobileappsforcollaborativewritingtools,,,,,,,,,,,,,
1211,maclayerdata,timestamp,rssi,smartphone,wifitrackingsystem,,,,,,,,,,,
1212,iranianelderly,qualityoflife,smartphone,socialapplications,semiexperimentalqualitativemethod,,,,,,,,,,,
1213,communitylearningresources,fieldsofscience,lifebasedlearning,,,,,,,,,,,,,
1214,development,emcolearningmodel,geographylearningoutcomes,,,,,,,,,,,,,
1215,electronicmodules,guideddiscovery,redoxreactionmaterials,,,,,,,,,,,,,
1216,equilibrium,inquiry,interactivemultimedia,rotation,,,,,,,,,,,,
1217,riverflow,iot,picohydropowerplant,ruralelectrification,,,,,,,,,,,,
1218,augmentedrealityar,myspira,asthma,careeducationforchildren,,,,,,,,,,,,
1219,usabilityevaluation,useracceptanceofmobileapplications,mobileuse,saudiarabia,teaching,,,,,,,,,,,
1220,monitoringdevice,powerconsumption,internetofthings,,,,,,,,,,,,,
1221,model,blendedwebmobilelearning,hasilbelajar,higherorderthinkingskills,,,,,,,,,,,,
1222,eparticipation,mobileapplication,web20,egovernment,digitalsociety,,,,,,,,,,,
1223,residential,criteria,purchase,usergenerateddata,textanalysis,,,,,,,,,,,
1224,autismspectrumdisorder,educationalmobileapps,languageandcommunicationskills,,,,,,,,,,,,,
1225,education,educationalmobileapp,selfefficacy,,,,,,,,,,,,,
1226,socialmediaplatforms,collaborativelearning,collaborativesupportingtool,tertiarylevelstudent,,,,,,,,,,,,
1227,mobileapps,mobiledevices,educationalapps,securityissues,,,,,,,,,,,,
1228,covid19,queuingprocess,queuemanagementsystem,predictivemodel,socialdistancing,,,,,,,,,,,
1229,dysarthria,letstalknow,mobileapp,children,earlyintervention,speech,communication,multimedia,,,,,,,,
1230,digitalapplication,healthylifestyle,uumcommunity,,,,,,,,,,,,,
1231,childrencomputerinteraction,interactiondesign,mobilebasedlearningapplication,usercentereddesignapproach,userexperience,alphageneration,,,,,,,,,,
1232,roadsafetyeducation,rosecourseware,multimedia,augmentedreality,virtualreality,,,,,,,,,,,
1233,roadsafetyeducation,virtualenvironment,augmentedreality,multimedia,prototyping,usability,,,,,,,,,,
